mol_idx,smiles,half-life,sdc,sdx,sa,dga,dgp,dgtot
1732,C[C@H]1CN(C(=O)c2nn(C)c3ccccc23)C[C@@H]1c1nc(-c2ccncc2)no1,5.01,11.4429,0.0,6.5563,-18.5877,-98.8806,-84.474
1731,CC(=O)NCCNC[C@@H]1C=C(C)[C@H](Cc2nnc(-c3ccccc3)o2)C[C@H]1C(C)C,5.06,12.035,1.0291,6.3752,1.0746,-93.4754,-72.6068
1730,COc1ccc(C(=O)c2sc(Nc3cccc(Cl)c3)nc2N)cc1,5.07,6.5912,2.5231,6.0976,-12.7117,-81.4557,-93.9155
1726,NC(=O)COc1cccc(C2CC(=O)Nc3nc(N4CCCCC4)sc32)c1,5.1,9.2732,2.4798,7.5983,-10.528,-104.8633,-105.2335
1725,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,5.13,19.0037,0.56,11.3725,-12.8603,-135.2375,-120.1613
1724,CCN(CC)C(=O)c1sc2c(c1C)c(=O)n(Cc1ccccc1)c(=O)n2CC(=O)Nc1ccc(OC)cc1,5.16,15.3908,0.9024,10.6639,-13.5442,-135.505,-118.9867
1723,CNc1ccc(Br)cc(C(=O)/C=C/c2ccc(OC)cc2OC)c1=O,5.16,9.272,0.9543,7.3698,-6.2459,-85.19,-91.4359
1722,OCc1ccc(-c2nn(Cc3ccccc3)c3ccccc23)o1,5.17,7.7345,0.7278,4.4802,-16.5589,-60.1105,-69.9094
1720,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3n2)cc1,5.2,8.6187,1.3838,3.1723,-18.1924,-59.6598,-72.3774
1719,C=C1[C@@H](C)C2[C@H](Cc3ccccc3)NC(=O)[C@@]23C(/C=C/C[C@H](C)C[C@@](C)(O)/C=C/[C@@H]3OC(C)=O)[C@@H]1O,5.2,14.5866,2.1002,9.5419,0.913,-114.9342,-105.1864
1718,COc1ccc(NC(=O)c2c(C)cccc2C)cc1[S+](=O)([O-])Nc1ccc(Br)cc1,5.2,10.5935,1.4696,8.4078,-8.8937,-97.1864,-99.1552
1716,CCN1C(=O)c2ccccc2[S@+]([O-])c2ccc(C(=O)N[C@H](C)c3ccc4ccccc4c3)cc21,5.2,12.455,0.5985,7.3755,-19.2335,-88.0825,-101.5927
1715,CCOC(=O)c1c(NC(=O)CN2CCCCC2)sc2c1CCN(C(=O)OCC)C2,5.2,12.6242,0.6178,9.7591,1.0464,-120.5807,-84.3387
1713,Cc1cc(F)ccc1-c1nc(NCCN=C(N)NC#N)nc2c1ccc(=O)n2-c1c(F)cccc1F,5.23,10.6852,3.4099,10.9697,-20.9712,-145.289,-154.9036
1711,Cc1noc(C)c1CN1CCNc2cc(Nc3ccccc3)ncc2C1,5.25,9.1986,1.0768,4.9666,-11.9567,-81.2551,-88.6605
1710,Cc1c(C(=O)OCCOc2ccccc2)[nH]c2c1C(=O)CC(c1ccccc1)C2,5.25,11.6116,0.8415,7.0812,-14.0097,-86.2906,-86.7376
1709,Oc1ccc(-c2nc(C3CC3)nc3c2CCN(CC2CCCCC2)CC3)cc1,5.28,9.9532,0.6522,4.3623,-6.0444,-67.2821,-66.4955
1706,CN1CCN(c2cc(-c3nc(Nc4ccc(F)c(F)c4)c4ccccc4n3)ccn2)CC1,5.3,11.0034,0.6281,7.3927,-16.9617,-104.2896,-105.2568
1705,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2ccc(S(=O)(=O)Nc3nccs3)cc2)cc1,5.3,10.6924,2.8481,9.2736,-18.3628,-125.5844,-133.4809
1704,CN(C)c1ccc2cc(C(=O)N[C@@H](CCCN=C(N)CCl)C(=O)NCc3ccccc3)ccc2c1,5.3,13.2491,2.7816,8.6761,-6.1905,-124.1095,-128.1785
1699,O=[S+]([O-])(Nc1cccc2ccccc12)c1ccc(NCc2ccc(Cl)cc2O)cc1,5.4,9.6868,2.0992,7.5855,-15.9179,-91.0096,-98.0127
1697,CCCCOc1ccc(C(=O)N2CCC(c3n[nH]c(=O)n3-c3ccc(C)cc3)CC2)cc1,5.43,12.5588,0.862,7.3933,-9.4987,-100.3453,-87.7742
1695,Cc1c(Cl)cccc1NC(=O)CNS(=O)(=O)c1cccs1,5.47,7.2531,1.754,6.3488,-3.3105,-78.2615,-74.8047
1691,CCN(CC)S(=O)(=O)c1ccc(N2CCOCC2)c(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)c1,5.49,14.1378,1.6183,10.7853,0.0262,-137.8969,-112.4561
1690,Cc1cc(-c2ccc(C)c(S(=O)(=O)NCC3CCN(Cc4ccc(F)cc4)CC3)c2)on1,5.49,12.3616,0.8023,7.7672,-5.285,-97.9809,-91.736
1689,CCOC(=O)c1cc(C)sc1NC(=O)c1ccc(Cl)s1,5.49,6.0178,0.6983,5.2744,-4.624,-60.6026,-59.1005
1688,Cc1ccccc1C(=O)N1CCc2cc(-c3ccnc(NC(=O)Cc4ccccc4)n3)ccc21,5.5,12.021,0.9667,5.9859,-22.2131,-88.1229,-98.06
1686,COc1ccc(OC)c(-c2nnc3ccc(-c4ccc(OC)c(O[C@@H]5CCOC5)c4)nn23)c1,5.5,12.4761,0.0,8.807,-17.1919,-110.8812,-106.7583
1685,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,5.51,9.8277,2.1958,6.6732,-4.8013,-104.3712,-84.0006
1681,NC(=O)C1CCN(c2nc(-c3ccc4c(c3)CCO4)cs2)CC1,5.55,8.5023,1.3602,5.8236,-10.8736,-81.4567,-84.8976
1679,CCOc1ccc(CCNC(=O)c2ccnn2Cc2ccccn2)cc1OCC,5.6,11.6538,0.6456,7.0836,-8.2919,-97.2252,-93.8942
1678,O=C(Nc1nc(-c2ccccc2)cs1)c1ccncc1NS(=O)(=O)c1ccc2c(c1)CCC2,5.6,9.9415,2.0567,6.6119,-21.2708,-93.9328,-110.1618
1677,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2cccc3ccccc23)cc1,5.6,9.5608,1.76,6.1003,-19.0904,-84.4355,-96.9915
1674,O=C(Nc1ncnc2sc3c(c12)CCC3)c1ccco1,5.6,5.5213,0.8527,4.3869,-15.6737,-61.7231,-69.935
1673,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cn1ccnc1C)c1cccc(F)c1,5.62,13.2677,0.6259,7.8235,-8.7111,-102.8448,-90.9857
1672,CCc1ccc(C2N=C(N)Nc3nc4ccccc4n32)cc1,5.62,6.3209,2.2227,3.7459,-16.1062,-67.2844,-72.6478
1671,c1cc(-c2cc(-c3ccncc3)c3cncn3c2)c2cc[nH]c2c1,5.63,7.1805,0.6632,2.9254,-25.0977,-54.3117,-72.8413
1670,O=C(Nc1cccc(C(F)(F)F)c1)Nc1cc(S(=O)(=O)NC2CC2)ccc1-c1ccsc1,5.65,10.1042,2.2627,10.0832,-10.5242,-117.4703,-109.8957
1669,CC(C)c1ccc(CC(=O)N2CCCc3ncc(C(=O)Nc4cccnc4)cc32)cc1,5.67,11.6276,0.6625,6.3009,-13.104,-91.3528,-94.6465
1668,CCN(CC)CCO[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,5.67,10.9014,0.0,4.6754,10.5606,-60.3624,-44.4078
1666,COc1ccc(OC)c(CNc2ncnc3onc(C)c23)c1,5.68,8.5987,0.6934,6.4456,-10.9197,-88.1262,-86.696
1664,CCS(=O)(=O)c1nc(-c2ccc(Cl)cc2)cc(C(F)(F)F)n1,5.7,7.5139,0.0,6.8871,-0.6985,-74.2159,-47.9184
1663,CNc1nc(-c2cccc3ccccc23)ccc1C#N,5.7,6.5108,0.8557,2.3865,-18.368,-44.5394,-62.9074
1662,Cc1ccc(-c2cc(C(=O)Nc3ncco3)c3ccccc3n2)cc1C,5.7,8.1299,0.8178,4.5797,-18.6827,-66.0036,-78.4675
1661,CNC(=O)C1=C(C)NC(Nc2nc3ccccc3o2)=NC1c1[nH]ncc1Cl,5.7,7.3191,3.4399,7.8683,-15.8592,-114.8256,-122.9758
1660,CN(C)c1cccc(-c2ncnc(N3CCC(C(N)=O)CC3)n2)c1,5.7,10.1397,1.4039,6.452,-6.9988,-101.9571,-82.9634
1658,COc1ccc(Nc2nnc(-c3ccc(C)c(S(=O)(=O)NCc4nc5ccccc5[nH]4)c3)c3ccccc23)cc1,5.72,13.0562,2.335,8.4297,-26.4876,-123.259,-138.1328
1657,O=C1Nc2ccc(-c3cccc(C(F)(F)F)c3)cc2C(=O)N2CCN(C(=O)COc3ccccc3)C[C@H]12,5.73,14.4624,0.8586,11.7072,-17.1122,-133.6035,-117.581
1655,Fc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1N1CCCC1,5.8,9.8197,0.6069,5.4791,-19.9268,-82.4891,-93.8725
1652,CNc1oc(-c2ccccc2-c2ccccc2)nc1C#N,5.8,6.7935,0.7714,3.5445,-18.6796,-56.3072,-64.6522
1650,Cc1nnc(-c2ccccc2C(C)C)nc1NCc1ccc(-c2cccnc2)cc1,5.8,10.9171,0.671,3.6993,-15.3512,-68.4918,-72.5606
1647,Clc1ccc(-c2noc3ncnc(N4CCCCC4)c23)cc1,5.8,7.5116,0.0,4.2798,-11.9621,-62.8856,-57.1005
1643,Fc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1N1CCCCC1,5.9,10.2199,0.6251,5.5861,-18.8128,-83.9719,-93.9938
1641,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)NCc2ccccc2)cc1,5.9,9.3158,1.5895,5.985,-12.592,-82.2801,-88.7863
1638,COc1cccc(CNC(=O)c2c(OC)cc(=O)n3c2CCN(C(=O)c2ccc(C)cc2C)CC3)c1,5.9,15.1977,0.6114,9.8543,-12.1541,-124.1338,-119.641
1637,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,5.9,9.5819,0.5694,6.2972,-7.4117,-80.5591,-78.5263
1634,COc1cccc(CN2CCCC(c3nc(-c4ccncc4)ncc3-c3ccccc3)C2)c1O,5.95,12.8131,0.8895,6.3643,-16.7004,-94.4582,-105.1002
1633,OC1(CN2CCN(c3ccc(F)c(Cl)c3)CC2)CCCNC1,5.96,8.2593,1.2002,6.8401,4.4762,-85.67,-76.7368
1631,COC(=O)[C@]12CCC(C)(C)C[C@@H]1[C@@H]1C(=O)C=C3[C@@](C)(CC[C@H]4C(C)(C)C(=O)C(C#N)=C[C@]34C)[C@]1(C)CC2,5.97,15.3975,0.0,7.5315,-0.4798,-91.3419,-81.217
1630,Cn1cc(S(=O)(=O)N2CCCCCC2)cc1C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,5.98,11.16,0.7355,10.0857,0.9026,-114.6923,-82.6078
1626,CCOC(=O)c1nnc(N[S+](=O)([O-])c2ccc(NC(=O)Cc3ccc(Cl)c(Cl)c3)cc2)s1,6.0,9.5756,1.6849,9.42,-7.5029,-110.9834,-110.643
1625,Cc1cccc(NC(=S)N2CCN(c3cccc(C(F)(F)F)c3)CC2)c1,6.0,9.7828,0.622,7.1223,-4.8133,-84.2986,-69.9863
1624,O=C(Nc1nc2ccc(NC(=O)C3C4CC5CC(C4)CC3C5)cc2s1)c1ccccc1,6.09,9.5073,1.3122,5.3599,-21.0016,-76.8923,-100.1682
1617,OCc1ccc(-c2ccc(-c3ccc(CO)s3)o2)s1,6.18,5.5086,1.6313,5.131,-9.2751,-58.2596,-66.765
1616,NC(=O)C1CCN(c2nc(-c3ccc4occc(=O)c4c3)cs2)CC1,6.19,8.9973,1.424,7.0374,-14.0167,-94.3424,-102.7395
1615,c1ccc2c(Nc3ccon3)nc(-c3ccncc3)nc2c1,6.2,6.6294,0.7228,4.21,-20.2267,-69.0135,-81.9279
1614,CCOc1ccc(CCNC(=O)c2cc3sccc3n2CCN2CCN(C)CC2)cc1OCC,6.2,13.1474,0.6185,8.1011,-2.9458,-110.5487,-98.8705
1613,Cc1cnc(-c2ccccc2C2CC2)nc1NCc1ccc(-c2cccnc2)cc1,6.2,10.5096,0.6628,3.2504,-19.7145,-61.4784,-74.9418
1612,CC(C)c1ccccc1-c1nc2c(c(NCc3ccc(-c4cccnc4)cc3)n1)CNC2,6.21,10.9601,1.2257,4.1425,-17.5777,-76.3701,-87.8742
1610,CCN(CC)c1ccc(Nc2nc(Cl)ncc2Br)cc1,6.24,6.524,0.757,4.3383,-1.6846,-63.4238,-54.2405
1608,Nc1nc2c(s1)C(c1ccccc1OCc1ccccc1Cl)CC(=O)N2,6.28,7.6523,2.6164,6.2383,-14.8933,-83.7249,-99.2225
1603,Cc1ccc(NC(=O)Nc2cc3c(cc2N2CCCCC2)n(C)c(=O)n3C)cc1Cl,6.3,11.0592,1.3106,7.8553,-10.1167,-107.5598,-98.7405
1602,COc1ccc(-n2nc(C3CCCN([S+](=O)([O-])c4cccc(C(F)(F)F)c4)C3)[nH]c2=O)cc1,6.33,13.3624,0.9539,12.3179,-6.097,-136.6633,-102.0201
1597,O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CCOCC2)c1)c1ccc(S(=O)(=O)N2CCOCC2)cc1,6.4,15.244,0.6941,12.2148,-2.1403,-146.1369,-110.0454
1595,Cc1nn(CCc2nc(-c3ccc4ccccc4c3)cs2)c2[nH]c(=O)cc(C(F)(F)F)c12,6.4,10.2516,0.9279,7.922,-18.2368,-95.6779,-98.69
1594,c1ccc2c(Nc3nccs3)nc(-c3ccncc3)nc2c1,6.4,6.3295,0.8245,3.332,-19.7368,-61.5069,-77.6034
1593,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,6.4,11.7071,0.0,6.6925,-8.5841,-87.6525,-70.7898
1592,Cc1nn(Cc2ccc(Cl)cc2)c(C)c1NC(=O)c1cc(-c2ccc3c(c2)OCO3)on1,6.4,11.0179,0.848,8.2936,-20.4309,-106.4304,-107.696
1587,Cc1ccc(NS(=O)(=O)c2ccc(C(=O)Nc3nc(-c4ccccc4)cs3)cc2)cc1,6.5,9.7757,1.8848,6.2045,-18.9063,-85.8182,-98.1298
1583,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.54,14.6086,0.7601,9.0989,-33.1293,-120.4528,-122.7517
1581,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,6.56,14.5842,2.5154,11.7945,-20.851,-165.5965,-153.4096
1575,Nc1c(C(=O)N2CCCCC2)sc(=S)n1-c1ccccc1,6.6,6.6083,1.5986,4.7862,-7.8813,-68.2096,-63.9009
1574,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,6.64,14.0651,2.6821,11.034,-21.6236,-150.5253,-164.775
1573,CCOC(=O)c1ccc(NC(=O)N2Cc3[nH]cnc3C[C@H]2c2nc(C(C)C)no2)cc1,6.65,12.6989,1.2993,9.6923,-12.0997,-133.427,-111.7177
1571,CCCCCOc1ccccc1/C(=C\SC)n1ccnc1,6.67,7.5299,0.0,3.4191,-1.2552,-49.0031,-41.4854
1570,CCOc1ccc(CCNC(=O)c2cc3ncccc3n2Cc2cccc(C)n2)cc1OCC,6.7,13.0027,0.7293,7.5222,-12.6806,-104.507,-104.4374
1567,Cc1ccc(S(=O)(=O)Nc2cc3c(cc2C(=O)Nc2nc(-c4ccccc4)cs2)OCO3)cc1,6.7,10.1,2.1099,7.9819,-23.0826,-102.8729,-111.1156
1566,Cc1ccc(NS(=O)(=O)c2cccc(C(=O)Nc3nc(-c4ccccc4)cs3)c2)cc1,6.7,9.6134,1.9011,6.1271,-18.9102,-84.7622,-97.3405
1565,NC(=O)C1CCN(c2nc(-c3ccc4c(c3)OCCCO4)cs2)CC1,6.7,9.6863,1.3647,7.2561,-10.0715,-96.8431,-95.2881
1564,Cc1cc(Nc2ccc(Br)c(C)c2)n2nc(C)nc2n1,6.7,6.7802,0.628,4.3522,-9.5002,-64.4658,-53.3883
1563,CCN1CCC(N(Cc2ccc3c(c2)OCO3)C(=O)Nc2cc(Cl)ccc2C(=O)OC)CC1,6.72,13.3217,0.9535,10.3385,-6.7032,-127.3094,-107.686
1560,COc1ccccc1NC(=O)c1oc2ccccc2c1NC(=O)Cc1cccs1,6.77,8.2038,1.43,6.5496,-19.0331,-82.1774,-97.9095
1559,O=C(Cn1ccn2nc3c(c2c1=O)CCCCC3)Nc1ccc2c(c1)OCO2,6.81,10.427,0.6194,8.06,-17.2955,-104.6414,-97.6925
1558,Cc1ccccc1CN1C2=NCCN2C(=O)C2=C1CCN(Cc1ccccc1)C2,6.82,11.6745,0.0,4.6465,-14.4439,-72.9589,-63.8479
1557,O=C(NCCCNc1nc(Nc2cccc(CN3CCOCC3)c2)ncc1C1CC1)C1CCC1,6.85,13.3546,1.9092,8.2584,-4.7953,-124.2384,-119.0289
1556,CCc1nc2c(sc3nc4c(cc32)COC(C)(C)C4)c(=O)n1Cc1ccco1,6.88,9.4983,0.0,6.131,-14.1905,-81.3564,-85.3358
1555,CCOc1ccc(CCNC(=O)c2cc3cnccc3n2Cc2cccc(C)c2)cc1OCC,6.9,13.2374,0.5924,7.0017,-12.6391,-95.6554,-100.2731
1554,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3ccc(Oc4ccccc4)cc3)cs2)cc1,6.9,11.5367,1.9567,7.4873,-25.0673,-104.2372,-125.9654
1549,Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2ccc(C(=O)N3CCNCC3)cc2F)n1,7.0,10.1137,2.4761,8.7601,-18.0472,-127.6841,-128.2805
1547,CC1=C(C(=O)NCc2ccccc2)C(c2ccccc2Br)N=C(Nc2nc3ccccc3o2)N1,7.0,10.0404,2.4107,6.3226,-21.378,-96.2799,-110.1165
1546,O=C(CSc1ccccc1)Nc1nnc(COc2ccc(Cl)cc2)s1,7.0,8.1071,0.9184,5.4346,-9.7502,-71.6099,-79.2835
1544,CCOc1ccc(CCNC(=O)c2cc3ccncc3n2Cc2cccc(C)c2)cc1OCC,7.1,13.149,0.5455,6.9786,-12.6464,-95.082,-97.0423
1541,Cc1cc(C(=O)Nc2nnc(C3CCCCC3)s2)cs1,7.1,6.2897,0.9869,3.6955,-5.3481,-54.1442,-56.2984
1537,C=Cc1ccc(Cn2c(C(=O)O)c(CNC3CCCCC3)c3ccc(OC)cc32)cc1,7.15,10.4708,1.4543,6.2285,-9.0304,-81.9352,-87.6207
1536,c1cc(-c2cc(-c3ccncc3)c3cncn3c2)c2[nH]ccc2c1,7.16,7.206,0.6575,2.9339,-25.0969,-54.4668,-72.9108
1535,CN1C(=O)c2ccccc2[S@+]([O-])c2ccc(C(=O)NCCc3cccs3)cc21,7.2,10.6572,0.5652,7.4819,-14.4251,-87.3632,-96.772
1533,Cc1noc(C)c1C(=O)N1CCC2(CCCN(Cc3ccccc3)C2)CC1,7.2,10.8318,0.0,5.0419,-4.1938,-71.897,-63.7609
1529,CCOc1ccc(N2CC(c3nc(-c4cc(OC)c(OC)c(OC)c4)no3)CC2=O)cc1,7.3,13.8678,0.0,10.1423,-12.6224,-124.329,-106.5299
1528,Cc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)n[nH]1,7.3,6.8364,1.4856,4.1754,-19.1337,-74.4419,-88.3357
1526,Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)Nc2ccc(-c3ccccc3)cc2)cc1,7.3,10.2413,1.7363,5.4766,-19.4179,-74.3516,-86.7691
1525,CCN(CC)CCCC(C)Nc1cc(C=Cc2ccccc2Cl)nc2cc(Cl)ccc12,7.34,10.5376,0.4265,4.6512,-0.691,-66.7938,-67.4848
1523,COc1ccc(C2(C(=O)N3CCC(n4cc(-c5nc(C)no5)nn4)CC3)CC2)cc1,7.38,12.5262,0.0,7.4212,-13.587,-104.6602,-85.3552
1522,O=C(Nc1nc(-c2ccccc2)cs1)c1ccncc1NS(=O)(=O)c1cccc2cccnc12,7.4,9.3896,2.2312,6.6983,-25.4236,-98.0442,-118.6754
1520,CC1=C(C(=O)NC2CCCCC2)C(c2ccccc2Br)N=C(Nc2nc3ccccc3o2)N1,7.4,10.0749,2.1772,7.3146,-14.5531,-103.9529,-111.4239
1518,c1ccc(Nc2cc3c(cn2)CN(Cc2c[nH]c4ccccc24)CCN3)cc1,7.47,8.7496,1.8307,4.1545,-19.2072,-75.7855,-94.9927
1517,COc1ccccc1C(=O)Nc1nnc(SCc2cc(=O)c3ccccc3[nH]2)s1,7.49,8.3174,1.7239,6.6431,-17.1831,-89.7474,-106.4682
1516,Cc1ccc2c(c1)[nH]c1c(N3CCN(Cc4ccccc4)CC3)ncnc12,7.49,9.1716,0.6775,3.8517,-16.5419,-69.5984,-72.3561
1513,N#C/C(=C\c1ccc(Sc2ccc(Cl)cc2)o1)c1nc2ccccc2[nH]1,7.56,7.0434,0.8711,4.2633,-21.9262,-61.9034,-82.9984
1511,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccc(F)cc4)cc32)[C@@H](CN2CCOC[C@H]2C)CN1,7.57,15.0509,0.5113,9.3418,0.9191,-126.1454,-99.6087
1509,N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2,7.59,6.9928,0.8726,2.9693,-19.5318,-46.1248,-65.6566
1506,COc1ccc(S(=O)(=O)N2CCN(C(=O)C3COc4ccccc4O3)CC2)cc1,7.6,13.7459,0.0,9.7788,-9.8439,-116.9311,-89.2717
1505,COc1ccc(N(C)C(=O)c2cc3c(s2)-c2ccccc2OC3)cc1,7.6,8.7456,0.0,5.1439,-16.8781,-63.1147,-73.3069
1502,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,7.65,14.7315,1.3421,11.0749,-16.5372,-138.3176,-138.4564
1498,O=C1Nc2ccc(C(=O)c3ccco3)cc2/C1=C/c1cc(Cl)c(O)c(Cl)c1,7.7,6.5832,1.9855,7.336,-18.0193,-84.7909,-98.7329
1497,COc1ccc(NC(=O)c2ccccc2)cc1S(=O)(=O)Nc1ccc(Br)cc1,7.7,9.5765,1.6427,7.7311,-12.1407,-94.5782,-100.3285
1495,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3cccnc3)cs2)cc1,7.7,9.7501,2.1012,7.313,-19.0221,-104.6799,-117.5028
1494,Cc1cnc(-c2ccccc2C(C)C)nc1NCC1CCN(C2COC2)CC1,7.7,10.901,0.5339,5.0444,-1.6026,-79.9819,-70.3489
1492,CNc1nccc(-c2cccc3ccccc23)n1,7.7,6.0544,0.758,2.3265,-13.4102,-43.0996,-50.9643
1490,O=[N+]([O-])c1cccnc1N/N=C/c1ccccc1O,7.7,6.1018,2.0582,6.1339,-10.7062,-76.5825,-79.7054
1489,c1ccc(-c2ccc(CNc3nc(-c4ccccn4)nnc3-c3ccccc3)cc2)cc1,7.73,10.1961,0.6516,3.3361,-25.3569,-63.3855,-75.543
1488,CC(O)(C#Cc1ccc2c(c1)N(c1nc(N)ncc1Cl)CC2)c1nccs1,7.75,7.7322,2.5526,6.1975,-17.2004,-90.4685,-95.0096
1485,Cc1nn2c(c1-c1ccccc1-c1ccccc1)N(Cc1ccc(C(=O)O)s1)CCC2,7.81,10.4432,0.8322,5.0191,-19.9538,-71.5838,-80.6954
1484,Cn1c(C(=O)NCCc2ccccn2)nc2nc(-c3ccccc3)c(Cl)cc21,7.82,9.6058,0.6686,5.7325,-15.8791,-85.0449,-82.5868
1482,COc1ccc(-n2nc(C3CCN(C(=O)Cc4ccc(F)cc4)CC3)[nH]c2=O)cc1,7.87,12.0556,0.8295,8.8413,-11.9659,-111.116,-105.5923
1481,COc1ccc(OC)c(-c2cc(C(=O)N3CCN(c4ncccn4)CC3)c3ccccc3n2)c1,7.87,14.0365,0.0,8.2153,-19.8501,-115.3982,-111.0045
1476,CCN(CC)CCOc1ccc2c(=O)c3ccc(Cl)cc3n(CCN(CC)CC)c2c1,7.9,11.8887,0.0,6.9062,2.4215,-91.2948,-80.8375
1475,CCN1CCN(CCCOc2ccc(-c3ccccc3)cc2)CC1,7.9,9.0943,0.0,3.3658,-1.351,-51.3505,-48.8458
1473,COc1cc(/C=C(\C#N)c2nc3ccccc3[nH]2)ccc1OCc1ccc(F)cc1,7.99,10.2187,0.7012,6.4972,-22.9235,-84.2466,-103.6686
1472,O=C1CCCC2=C1C(c1[nH]ncc1Cl)N=C(Nc1nc3cc([S+](=O)([O-])N4CCCC4)ccc3o1)N2,8.0,11.3932,2.8462,11.3766,-15.8136,-146.233,-130.852
1470,CC(Nc1nc(N2CCN(S(C)(=O)=O)CC2)nc2ccccc12)c1ccccc1,8.03,12.6731,0.6205,6.785,-9.5351,-100.516,-70.2582
1469,O=C(Cc1n[nH]c(=O)c2ccccc12)NC1CCCc2c1[nH]c1c(Cl)cccc21,8.05,8.4857,2.4513,6.7277,-17.9848,-92.1354,-107.0791
1468,O=C(CCCCn1c(=O)[nH]c2ccsc2c1=O)N1CCN(c2cccc(Cl)c2)CC1,8.06,11.8028,0.8436,8.3657,-9.5697,-108.5269,-97.731
1465,CN1CCN(C(=O)c2ccc3cc(CCNc4ncnc5ccc(C#N)cc45)ccc3c2)CC1,8.11,13.1024,0.6411,6.4389,-21.3648,-103.9532,-109.4422
1459,Cc1cc(C)cc(C(=O)Nc2ccc3c(N4CCCC4)ncnc3c2)c1,8.23,9.3537,0.6047,4.7402,-13.3979,-73.5395,-76.0694
1457,CCOC(=O)c1ccc(N2C(=O)c3n[nH]c(-c4ccco4)c3C2c2ccc(C)cc2)cc1,8.24,10.9212,0.9205,7.4934,-22.0379,-96.0797,-99.0582
1456,COc1ccc(CCNC(=O)c2cc3c(=O)n4ccccc4nc3n(CCCN3CCOCC3)c2=N)cc1,8.26,15.6976,1.416,10.91,-12.6504,-150.9854,-145.8787
1455,O=C(Cc1ccc(Cl)c(Cl)c1)Nc1ccc([S+](=O)([O-])Nc2ccccn2)cc1,8.3,9.0851,1.5813,8.0703,-9.237,-96.6933,-97.3879
1454,Cc1ccc(NC(=O)c2cc(-c3ccc(C)o3)nc3ccccc23)nc1,8.3,8.6139,0.8136,5.2066,-18.6667,-73.9788,-89.3825
1453,C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1,8.35,11.4661,2.238,8.9516,-20.3746,-132.4757,-126.9534
1452,O=C(Nc1nc(-c2ccccc2)cs1)c1ccncc1NS(=O)(=O)c1ccc2ccccc2c1,8.4,9.5747,1.9938,6.1428,-25.3693,-89.1532,-111.0413
1450,Cn1c(CN2CCCC2)nc2cc(NC(=O)COc3ccc(Cl)cc3)ccc21,8.4,10.4596,0.8282,7.0496,-9.2985,-95.7658,-86.3139
1449,O=C(c1nc(-c2cccnc2)c2ccccn12)N1CCN(c2ncccn2)CC1,8.43,11.3646,0.0,6.1477,-21.1296,-99.2682,-82.6792
1445,COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,8.47,7.598,2.2012,5.7633,-10.7762,-81.0051,-91.0509
1443,COc1ccc(-n2nc(C3CCCN(C(=O)Cc4ccc(F)cc4)C3)[nH]c2=O)cc1,8.48,12.1662,0.7936,8.818,-11.9645,-110.5833,-105.0338
