smiles,sdc,sdx,sa,dga,dgp,dgtot
CN1CC(C[C@@H]2C1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5,11.6386,0.6319,4.0676,-11.8656,-81.5772,-83.7388
CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,9.5563,1.9824,4.6869,-18.9565,-94.3092,-106.2084
CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C3=CC=NC=C3,10.491,0.0,3.0493,-1.3093,-63.6817,-41.4955
CCOC1=CC=C(C=C1)N2C(C3=C(NN=C3C2=O)C4=CC=CS4)C5=CC(=CC=C5)F,9.4761,0.7433,3.9257,-21.2619,-82.8493,-94.0414
COC1=CC2=C(C=C1)OC(=N2)NC3=NC(C4=C(N3)CCCC4=O)C5=C(C=NN5)Cl,8.2147,2.4694,5.9179,-18.2584,-113.4643,-125.409
CC1=C(C=C(C=C1)NC(=O)NCC2CCN(CC2)CC3=CC(=CC=C3)Cl)Cl,9.9114,1.1457,3.9859,-1.1593,-80.9866,-82.1459
CCOC(=O)C1=CC=C(C=C1)N2C(C3=C(C2=O)NN=C3C4=CC=C(C=C4)OC)C5=CC=C(C=C5)C,12.7013,0.8835,4.8715,-21.4127,-102.1568,-108.2755
C1CC2=C(C(N=C(N2)NC3=NC4=CC=CC=C4O3)C5=C(C=NN5)Br)C(=O)C1,7.0639,2.525,5.2208,-18.6825,-99.0769,-111.3878
CC1=CC(=C(N1C2=CC=NC=C2)C)C3=NN=C4N3CCCCC4,8.4974,0.0,3.4067,-11.4206,-60.7799,-55.8377
CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CC=N2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,9.0925,2.0368,4.4212,-18.9532,-89.3221,-102.2783
CC[S+](=O)(NC1=CC=CC=C1C(=O)NC2=NC(=CS2)C3=CC=CC=C3)[O-],8.1137,1.6791,3.7742,-10.7521,-78.3622,-83.9908
CC1=C(C=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=CC(=CC=C4)S(=O)(=O)NC5=NC=CS5)C,11.296,1.7235,4.8988,-23.3514,-98.8495,-116.3378
COC1=C(C=CC(=C1)Cl)C(=O)NC2=NC(=CS2)C3=CC=CC=C3,6.7496,1.0845,2.913,-12.5111,-61.0945,-76.187
COC1=C(N=C(O1)C2=CC=CC3=CC=CC=C32)C(=O)OC,7.8599,0.0,3.1295,-13.2374,-66.8199,-52.6224
C1=CC(=C(C(=C1)Cl)O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3,7.3109,2.45,4.3217,-11.272,-88.0562,-93.8015
C1CC2=C(C(N=C(N2)NC3=NC4=C(O3)C=C(C=C4)F)C5=C(C=NN5)Cl)C(=O)C1,7.1372,2.7087,5.5762,-18.2011,-108.3821,-120.5357
C1=CC(=C(C(=C1)Br)O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3,7.2997,2.4771,4.3192,-11.0075,-87.8834,-93.2474
C1CC(C1)C(=O)N2CCN(CC2)C/C=C/C3=CC=CC=C3,8.9941,0.0,2.4908,-2.0405,-50.8149,-41.119
C1=CC=C2C(=C1)/C(=C\C3=CC=C(C=C3)O)/C(=O)N2,5.3295,1.6695,2.3697,-14.8128,-51.5778,-66.3907
CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=CC=C(C=C3)C4=NC5=CC=CC=C5N4,10.9715,2.5085,5.7065,-24.7407,-113.0679,-130.4348
C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=CC(=C4)C#N,9.3032,1.9683,5.1501,-24.9849,-101.5588,-120.4324
CC1=CC=CC=C1S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,9.4737,1.8616,4.596,-18.9653,-92.1896,-104.4145
CC(C)(CN1C2=C(C=C(C=C2)CN3CCOCC3)N=C1NC(=O)C4=CC=C(S4)C5=CNN=C5)O,10.8047,2.326,6.3408,-11.3676,-122.1605,-123.9723
CC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=CC=CC=C32)C(=O)NC4=CC=C(C=C4)C5=CC=CC=C5,11.3357,0.6257,3.4015,-24.459,-74.5879,-83.3213
C1=CC=C(C=C1)C[C@@H](C(=O)CCl)NC(=O)OCC2=CC=CC=C2,9.4383,0.9787,3.3009,-4.2344,-73.9004,-67.3315
CC(C)(C)C1=CC=C(C=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,8.6799,1.2768,3.6253,-3.7831,-69.7809,-64.1816
COC1=NC(=C(C=C1)C(=O)NC2CCN(CC2)C3=CC(=O)N(N=C3)CC4CC4)OC,13.4992,0.8058,6.6013,-7.846,-129.6661,-108.6504
COC1=C(C=CC=N1)C2=NC(=C3C=CN(C3=C2)CC4CCN(CC4)[S+](=O)(C)[O-])N5CCOCC5,15.2441,0.0,6.5967,-6.2933,-132.0014,-98.3002
CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N,16.4369,2.6953,7.9124,1.8332,-165.251,-120.9298
CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)O)I,6.3025,0.9802,2.5492,-8.4075,-58.7215,-67.129
CC1=CN2C(=CC(=N2)C3=NC(=NO3)C4CCCN(C4)C(=O)C5=CC=CC=C5)C(=O)N1,10.8959,0.8697,5.5818,-18.9323,-107.5825,-98.0229
C1C(CN1)NC2=CC=CC(=N2)C3=CN=C4N3C=C(C=C4)Cl,6.6039,1.3267,4.0968,-12.7812,-74.9367,-78.2172
CCOC1=CC=C(C=C1)C2C3=C(C(=O)N2CCCN(C)C)OC4=C(C3=O)C=C(C=C4)C,11.8638,0.0,4.4566,-9.4418,-93.1551,-89.5303
C1CC2=C(C(N=C(N2)NC3=NC4=CC=CC=C4O3)C5=C(C=NN5)Cl)C(=O)C1,6.9606,2.5734,5.1961,-18.9442,-98.4741,-110.9387
C1=CC(=C(C=C1[C@H](CN)O)O)O,3.4861,3.6884,3.6466,0.7597,-75.74,-74.9802
C1COCCN1C2=C3C=CN(C3=CC(=N2)C4=CC5=C(C=C4)C(=O)NC5)CC6=CC=NC=C6,11.388,0.7995,5.2185,-22.4318,-100.2565,-114.5227
CCCCN(C)C(=O)C1=C(SC2=C1C(=O)N(C=C2)CCC)C,8.6403,0.0,3.2204,0.5993,-65.2273,-50.4201
CCC[C@@H]1CN(C[C@H]1NC(=O)C)C(=O)C2=CC=C(C=C2)C3=CC=C(O3)C,10.9036,0.5293,4.0893,-4.9206,-84.7771,-81.7232
CC1=C(C=C(C=C1)C(=O)NC2=CC3=C(C=C2)OC(=N3)C4=CN=CC=C4)[N+](=O)[O-],9.86,0.725,4.6355,-20.6352,-96.4719,-103.1723
CCCC1=CC(=O)OC2=C1C3=C(C=CC(O3)(C)C)C4=C2C(C(C(O4)C)C)O,9.3518,0.8014,3.5481,-5.8944,-79.4649,-79.9228
C1=CC=C(C=C1)C2=CNN=C2,3.4572,0.7221,1.3413,-8.6093,-25.4313,-34.0406
C1=CN(C(=O)C(=C1)C(=O)NC2=CC(=C(C=C2)OC3=C4C=CNC4=NC=C3)F)C5=CC=C(C=C5)F,10.3307,1.8542,5.7955,-25.5372,-121.2555,-138.7881
CC1=NN(C(=O)C2=CC(=NN12)C3=CC=CC=C3)CC(=O)NCCCN4CCC(CC4)N5CCCCC5,14.0287,0.6021,6.3594,-5.3985,-119.8512,-101.2089
CCCNC1=C(N=C(O1)C2=CC=CC3=CC=CC=C32)C#N,6.8634,0.7705,3.003,-16.0676,-57.1985,-61.6947
CCNC1=C(N=C(O1)C2=CC=CC3=CC=CC=C32)C#N,6.5896,0.7133,2.9697,-17.1805,-56.341,-62.7251
CN(C1=CC=CC=C1)C(=O)CSC2=NC3=C(CCCC3)C(=O)N2,9.0571,0.8438,3.9545,-6.3667,-78.7914,-74.7545
CC1=NN(C(=C1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)CC3=CC(=C(C=C3)Cl)Cl)C,10.147,1.5541,5.128,-8.3459,-103.6518,-101.0661
CN1C2=C(C=CC(=C2)C(=O)NCC3=CC=C(C=C3)Br)[S@@](=O)C4=CC=CC=C4C1=O,10.3016,0.6138,3.9583,-15.5443,-85.3937,-96.5956
CC(C1=CC=CC=C1)NC2=CC=C(C=C2)[S+](=O)(NC3=NC=CS3)[O-],7.856,1.539,3.4319,-10.0894,-70.5447,-73.9978
CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NC3=NC=C(S3)C4=CC=CC=C4,9.2726,1.9511,3.9425,-18.9204,-82.0477,-93.7442
CC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=CC(=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4)OC,10.7874,1.7136,4.7589,-18.217,-98.5807,-111.7034
CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CC(=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4)OC,10.4999,1.8305,4.6067,-18.2194,-95.545,-109.239
CC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C=C2C(=O)NC3=NC(=CS3)C4=CC=CC=C4)Cl)Cl,9.0374,1.9822,4.2734,-15.8357,-89.8938,-98.5474
COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=CC4=CC=CC=C4N=C3,10.5702,2.3813,5.1722,-18.0746,-106.3609,-116.6673
C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)N5C=NC=N5)F,9.2433,0.6471,4.9726,-25.2313,-92.9124,-100.5904
C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=NC5=CC=CC=C5N4,7.1569,1.6804,4.2229,-25.5068,-76.1439,-96.6519
C1=CC(=CC=C1NCC2=C(C=C(C=C2)[N+](=O)[O-])O)[S+](=O)(NC3=NC=CS3)[O-],8.3288,2.48,4.9208,-12.5196,-104.5648,-107.6562
C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC=NN4,6.476,1.484,4.1463,-20.1366,-74.1116,-89.0678
COC1=CC2=C(C=C1)NC(=O)C(=C2)C3=NOC(=N3)C4=CC=CS4,6.1734,0.9057,3.4625,-19.0589,-69.1817,-78.1558
C1=CC(=C(C=C1Cl)Cl)C2=NC(=NO2)C3=CC=C(O3)Br,3.8057,0.0,2.2025,-9.5714,-45.1581,-41.0915
CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4Cl,9.0703,2.0043,4.6154,-17.4244,-93.0234,-107.6838
C1=CC=C2C=C(C=CC2=C1)NS(=O)(=O)C3=CC=C(C=C3)NCC4=C(C(=CC=C4)Cl)O,9.4923,2.4564,4.0991,-17.1719,-88.1038,-97.5912
C1=CC(=C(C=C1NC2=NC(=NC=C2)C3=CC=NC=C3)F)F,6.6843,0.8269,3.7244,-13.3573,-73.4466,-79.8552
CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CN(N=C4)C,9.9493,1.9601,5.7817,-17.8652,-111.5781,-119.0268
C1=CC=C(C=C1)N[S+](=O)(C2=CC=C(C=C2)NCC3=C(C(=CC=C3)C(F)(F)F)Cl)[O-],9.1975,1.5405,4.142,-6.5773,-92.8994,-82.742
C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=CC=C4,8.8094,1.9428,4.4701,-19.9638,-89.8057,-103.7697
C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)C5=CC=NC=C5)F,9.7008,0.6106,4.2676,-25.3302,-82.4417,-102.5116
CN(C)C1=NC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F,9.4949,0.6604,4.6659,-16.9772,-90.443,-94.1719
[2H]C([2H])([2H])C([2H])(C1=CC=CC=C1C2=NC=C(C(=N2)NC([2H])([2H])C3=CC=C(C=C3)N4C=CN=N4)C)C([2H])([2H])[2H],10.4597,0.6236,4.0521,-15.2069,-73.8552,-72.5013
CNC1=C(N=C(S1)C2=CC=CC3=CC=CC=C32)C#N,5.7505,0.7288,2.4474,-17.8181,-44.733,-59.2377
C1CC(C2=C(C1)C3=C(N2)C(=CC=C3)Cl)NC(=O)C4=CC5=C(C=C4)OCO5,8.1021,1.5381,3.993,-17.4093,-83.2463,-90.4083
CCC1=CC(=CC=C1)N2C(=C(N=N2)C3=NSC(=N3)NC(=O)C4=CC(=CC=C4)OC)C,9.6203,0.7703,4.5956,-16.7221,-87.4907,-90.0038
CC1=CC2=C(C=C1C)OC3=C(C2=O)C(N(C3=O)CCCN4CCOCC4)C5=CC(=C(C=C5)O)OC,13.5465,0.9653,6.0085,-11.0402,-126.5344,-119.8926
C1=CC=C(C=C1)C2=CN3C=C(N=C3S2)C(=O)NCC4=CC=CS4,6.3205,0.6322,2.7219,-18.354,-52.979,-62.4304
CC1=C(N=C2N1C=CC=N2)C3=CC(=CC=C3)NC(=O)C4=CC(=C(C=C4)F)F,8.5101,0.6636,4.2245,-18.1035,-85.8339,-89.2397
COC1=CC(=CC(=C1OC)OC)NC(=O)C2=CC(=NO2)C3=CC=CC=C3O,9.4484,1.9442,5.2517,-13.5097,-110.2453,-110.9942
CC(C)NC(=O)N1C[C@@H]2C[C@H](C1)C3=CC=C(C(=O)N3C2)C4=CC(=CC=C4)C(F)(F)F,12.1034,0.5231,5.1551,-5.6366,-109.3815,-88.9694
CC1=NOC(=C1)CNC(=O)C2=CC3=C(C=C2)N(C(=O)N3CC4CC4)C5CCCCC5,10.9832,0.6476,4.7481,-10.9268,-93.7533,-81.1788
CN1C(=NN=N1)SC2=NC=NC3=C2C=C(S3)C4=CC=CC=C4,6.4681,0.0,3.0288,-16.8244,-53.8608,-52.2957
CC1=CN2C(=NC(=C2NC3=CC=CC=C3C)C4=CC=CC=N4)C=C1,7.5048,0.5412,2.7419,-18.046,-50.7608,-60.8404
C1CN(CCC1CCCCNC(=O)C=CC2=CN=CC=C2)C(=O)C3=CC=CC=C3,12.3371,0.5025,4.1772,-5.2152,-85.0721,-81.9194
CC1=CC=C(C=C1)C2=NC3=C(C=C(C=C3)Br)C(=C2)C(=O)NCC4=C(N(N=C4)C)C,10.1269,0.6309,3.9651,-14.7008,-78.0352,-89.0883
COC1=C(C=C(C=C1)C2=CSC(=N2)C3=C(CN(C3=N)CC4=CC=C(C=C4)Cl)O)OC,9.5859,1.595,4.6483,-14.8359,-94.3072,-106.4458
CC1=CC=C(N1C2=CC=CC(=C2)C(=O)O)C,5.7412,0.9116,2.2683,-7.4229,-48.5088,-55.9317
CC(C)CNC1=C2C(=NOC2=NC=N1)C3=CC=C(C=C3)Cl,6.8519,0.6909,3.5059,-8.5233,-66.0083,-61.7795
CC1=CC=CC=C1NC(=O)C2=C(NC(=NC2C3=CC=CC=C3Br)NC4=NC5=CC=CC=C5O4)C,9.9463,2.11,5.0854,-21.4812,-99.7577,-115.1624
CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NCCC3=CC(=C(C=C3)Cl)Cl,8.5499,1.5905,4.1921,-7.7862,-86.0986,-84.1014
COC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=CC=CC(=N3)C(F)(F)F,10.6204,0.3614,5.4062,-5.2167,-107.7397,-90.2228
CCN1C2=C(C=CC(=C2)C(=O)NCC3=CC=C(C=C3)F)[S@@](=O)C4=CC=CC=C4C1=O,11.2937,0.5819,4.3183,-15.4742,-94.0837,-104.8631
CC1=C(C=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=CC(=CC=C4)OC)C,9.9855,0.6228,3.147,-18.01,-65.9133,-83.9233
CC1=C(C=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=CC(=CC=C4)S(=O)(=O)N)C,9.9902,2.4374,4.6265,-16.7713,-93.9783,-103.3292
CC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C=C2)OC)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,10.394,1.9151,4.6653,-18.2221,-97.1966,-108.5858
CNC1=C(N=C(O1)C2=CC=CC(=C2)C3=CC=CC=C3)C#N,6.7829,0.7771,2.8693,-18.6809,-54.9803,-63.4345
CC1=CN=C(N=C1NCC2=CC=C(C=C2)C3=CN=CC=C3)C4=CC=CC=C4C5COC5,11.3609,0.653,3.9392,-18.7055,-76.3917,-88.9875
C1=CC(=CC=C1NCC2=C(C=CC(=C2)F)O)S(=O)(=O)NC3=NC=CS3,7.6644,2.5509,4.6102,-12.0675,-95.6379,-102.8383
C1=CC(=CC=C1NCC2=C(C(=CC(=C2)Cl)Br)O)[S+](=O)(NC3=NC=CS3)[O-],6.9759,2.4273,4.2995,-8.2191,-89.8281,-93.0465
CC1=C(SC(=N1)NS(=O)(=O)C2=CC=C(C=C2)NCC3=C(C(=CC=C3)OC)O)C,9.4538,2.4473,4.9327,-10.1237,-100.0733,-104.0954
COC1=C(C=CC(=C1)/C=C\2/C3=CC=CC=C3NC2=O)O,6.0051,1.7163,2.9224,-14.1363,-62.8863,-77.0226
C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=CS4,7.746,2.1415,4.3703,-19.4051,-86.6716,-103.8404
C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)C5=CN=CN=C5)F,9.8545,0.6389,4.8359,-25.3831,-91.6815,-107.2804
COC1=C(C=CC(=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4)Cl,8.3205,0.6152,3.8444,-18.0128,-73.9137,-85.3095
CC1=C(C=C(C=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4)F,8.3537,0.6424,3.581,-18.4896,-69.7143,-82.8629
CC(=O)NC1=NC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F,8.7632,1.3948,4.9808,-18.5232,-98.4542,-109.6604
CC1=C(C(=NN1C)COC2=CC=C(C=C2)N3CCN(CC3)[S+](=O)(N(C)C)[O-])C4=CC=CC5=C4N(C(=C5CCCOC6=CC=CC7=CC=CC=C76)C(=O)O)CC8=CN=CC=C8,24.8568,0.945,9.5346,-24.5115,-194.9405,-161.0405
C1CC(C2=C(C1)N(N=C2)C3=CC(=CC=C3)O)NC(=O)C4=CC=CC=N4,8.8259,1.6196,4.3879,-15.6021,-86.9515,-94.9904
CC1=CC=CC=C1C(=O)N2CCC(CC2)C(=O)N3CCC(CC3)N4CC5=CC=CC=C5C4=O,14.4763,0.0,4.8356,-11.4996,-99.8375,-86.9253
COC1=CC(=CC(=C1OC)OC)C(=O)NC2CCCC3=C2NC4=CC=CC=C34,10.185,1.4079,4.5637,-12.727,-94.4314,-99.8568
CC1=CC(=C(N1C2=CC=C(C=C2)OC)C)C3=NNC(=NC4CC4)SC3,9.256,0.7881,3.8788,-10.0435,-73.6809,-77.6611
CN(C)C1=CC=CC(=C1)C2=CN=C(C3=C2CCO3)NC4=CC(=CN=C4)OC,9.8535,0.7833,4.5763,-15.0961,-87.8884,-95.6537
C1=CC=C2C(=C1)C(=O)N(C2=O)CC3=CC(=C(C(=C3)Cl)O)N,5.7681,2.734,3.992,-12.5363,-82.6367,-84.7278
CC1=CC2=C(C=C1)C(=C(N2CC3=CC=C(C=C3)OC)C(=O)O)CNCC4=CC(=CC=C4)OC,11.7939,1.6402,4.5506,-13.7886,-96.6561,-107.2208
CC1=C(C=CC(=C1)NS(=O)(=O)C2=CC3=C(C=C2)NC(=O)CC3)F,8.4537,1.7831,4.101,-9.5141,-87.4128,-89.6505
CC(C)OC1=CC=CC(=C1)C2=NC(=NC=C2)N3CCC(CC3)C(=O)N,10.1488,1.2972,4.83,-5.8121,-93.0448,-83.1983
C1CC2=C(C(N=C(N2)NC3=NC4=CC=CC=C4O3)C5=C(C=CC=N5)Br)C(=O)C1,7.9875,1.542,4.7519,-18.832,-92.2756,-102.0933
CC[C@H]1CN([C@H]2CC3=C(C(=O)C[C@H]1[C@H]2C(=O)OC)NC4=CC=CC=C34)C,10.1226,0.9394,4.0373,-5.2643,-83.4772,-78.9877
COC1=C(C=C(C=C1)C2=C3C(=NN2)N=CC(=N3)C4=CC=C(C=C4)CO)F,7.9476,1.6703,4.4511,-16.4005,-89.4486,-95.7473
COC1=CC=CC=C1NC2=NC(=NC=C2)N3CCN(CC3)C(=O)C4=CC=C(C=C4)F,12.1005,0.938,5.5675,-14.5596,-110.8002,-102.3366
COC1=CC=C(C=C1)C2=NC3=C(N2)C=CC=N3,5.6436,0.702,2.8553,-13.3317,-54.412,-63.2908
C1CCC(C(=O)C1)(C2=CC=CC=C2Cl)N,5.0314,1.5225,2.1734,0.316,-45.8251,-45.5091
COC(=O)[C@@H](C1=CC=CC=C1)NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=CC=C4,11.0748,0.8275,3.8493,-19.3195,-82.1915,-92.5808
C1=CC=C(C=C1)C2=CC(=NN2)NC3=NC(=NC4=CC=CC=C43)C5=CC=NC=C5,7.9817,1.4234,4.0535,-25.9218,-73.9268,-95.319
C1=CC=C(C=C1)C2=NC(=C(N=N2)C(F)(F)F)SC3=CC=CC(=C3)C(F)(F)F,7.103,0.0,3.3097,-5.8012,-74.1198,-58.6464
C1=CC=C(C(=C1)C(=O)NCC2=CC=CO2)NC(=O)C3=CC=CC=C3NC(=O)C4=CC=CO4,9.9596,2.8735,5.6228,-21.3298,-117.3793,-134.5538
CC1(CC2=C(C(N=C(N2)NC3=NC4=CC=CC=C4O3)C5=CC=CC=C5Cl)C(=O)C1)C,9.0334,1.4865,4.4172,-16.7984,-87.45,-97.3672
CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=C(C=NN4)Cl)C(=O)NC5=NN=C(S5)C6=CC=CC=C6,8.8527,3.4048,6.6894,-27.9798,-124.2187,-148.4805
CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=NN(C=C4Cl)C)C(=O)NC5=NN=C(S5)C6=CC=CC=C6,9.7969,2.3387,6.5049,-26.9862,-121.1106,-135.4218
CC1=CC(=NC=C1)NC(=S)N2CCCC(C2)NC3=CC=CC(=C3)C(F)(F)F,9.5437,1.3797,4.7541,-3.6336,-96.0541,-84.8751
CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC=C(C=C2)C3(N=N3)C(F)(F)F)OCC,11.6398,0.657,4.8925,-3.8078,-105.0159,-86.1334
COC1=CC=CC(=C1)N2C3=C(C=N2)C(CCC3)NC(=O)C4=CC=CC=N4,9.6143,0.6458,4.147,-14.5906,-81.4303,-89.3903
COC1=CC=CC(=C1OC)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3,9.6733,1.6245,4.8212,-11.0969,-97.8687,-98.7274
CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)C(=O)NC3=NC=C(S3)C4=CC=CC=C4,9.7603,1.725,4.0801,-18.906,-84.387,-97.8751
C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NCC4=CC(=C(C=C4)F)F,8.5685,0.7353,3.9313,-17.6423,-78.3599,-88.3962
C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC=CC=C4Cl,7.3039,0.7693,3.2518,-18.6944,-61.8562,-75.1386
C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=C(C(=CC=C4)F)F,7.4158,0.8617,3.761,-18.7463,-74.9293,-86.2287
C1=CC(=CC=C1NCC2=C(C=CC(=C2)Cl)O)S(=O)(=O)NC3=NC=CS3,7.4045,2.503,4.4273,-11.2705,-90.5542,-96.5329
CC1=CC(=CC(=C1O)C)/C=C/2\C3=CC=CC=C3NC2=O,6.4651,1.5517,2.4768,-12.8195,-53.6074,-66.4269
C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC(=C(C=C4)F)F,8.9137,2.0983,5.2452,-18.4776,-108.762,-119.7481
CN1CCN(CC1)C2=C(C=C(C=C2)NC3=NC(=NC4=CC=CC=C43)C5=CC=NC=C5)OC,11.5542,0.5666,5.3381,-17.7722,-98.5751,-104.2965
COC1=C(C=C(C=C1)C2=C(C=C(C=C2)NC3=NC(=NC4=CC=CC=C43)C5=CC=NC=C5)F)F,10.6378,0.6484,4.588,-23.8493,-93.7577,-109.5746
CC1=CC=CC=C1C(=O)N2CCC3=C2C=CC(=C3)C4=C(SC(=N4)NC(=O)CC5CCCCC5)C,11.6487,0.7016,3.8074,-12.6905,-77.3199,-84.3374
CC1=CC=CC=C1C(=O)N2CCC3=C2C=CC(=C3)N4CCC(C4)NC(=O)CC5=CC=CC=C5,12.5149,0.5389,4.0854,-16.6661,-83.415,-92.9068
CC1=CC=CC=C1C(=O)N2CCC3=C2C=CC(=C3)N4C=C(C=N4)NC(=O)CC5=CC=CC=C5,11.7889,0.6161,4.2623,-22.0317,-85.9582,-97.7117
CC1=C(C=CC=N1)C(=O)NC2=CC(=C(C=C2)OC)[S+](=O)(NC3=CC=C(C=C3)Br)[O-],10.3813,1.499,5.0864,-9.9386,-107.18,-109.7615
CCC(CC)C1=NC(=NC(=C1)[C@H]2CN3CC[C@H]2C[C@@H]3CNC(=O)C)C4=CC=NC=C4,12.1558,0.5658,4.9691,-5.6255,-93.3933,-92.4145
C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,11.064,0.8473,4.5055,-8.5444,-93.4216,-95.5247
C1CCC(C1)N2C=C(C3=C(N=CN=C32)N)C4=CC=C(C=C4)OC5=CC=CC=C5,8.9342,1.4206,3.9292,-19.3072,-74.612,-82.512
CCC1=CC=C(C=C1)N2C(=C(N=N2)C3=NSC(=N3)NC(=O)C4=CC=CC=C4Cl)C,8.1692,0.9743,3.899,-15.8648,-73.1825,-77.9035
C1CCC(C(C1)C2C3=C(CCCC3=O)NC(=N2)NC4NC5CCCCC5S4)Cl,10.1096,1.951,5.0125,1.7697,-98.0258,-96.2562
CCN1C=C(C(=N1)C)CNC(=O)C2=CC(=NC3=C2C=C(C=C3)Br)C4=CC=C(C=C4)C,10.8867,0.639,4.1652,-13.577,-82.2985,-91.6273
COC1=NC=C(C=C1)C2=NN3C(=NC=C3NC4=C(N=CC=C4)OC)C=C2,9.5763,1.0315,5.3323,-18.7523,-99.8498,-96.4143
C1=COC(=C1)C2=NN=C(O2)NC(=O)C3=CC=C(C=C3)Cl,5.0362,0.899,3.1965,-13.6849,-65.5436,-67.847
CN1C(=NN=N1)SC2=NC=NC3=C2C(=CS3)C4=CC=C(C=C4)F,6.6583,0.0,3.3642,-16.0827,-62.8022,-63.035
CC1=CC=C(C=C1)S(=O)(=O)C2=CN=C(NC2=O)SC(C)C(=O)NC3=CC=CC=C3,10.5479,1.6339,5.0329,-9.9973,-103.6064,-105.7169
CN(C)CCCN1C2=C(C=C(C=C2)O)SC3=C1C=C(C=C3)Cl,7.1868,0.7032,2.9662,-4.2123,-60.5014,-63.9678
CC1=C2C(=CC=C1)OC(=N2)NC3=NC(C4=C(N3)CCCC4=O)C5=C(C=NN5)Cl,7.7779,2.5099,5.3605,-17.945,-101.7062,-112.3788
