mol_idx,smiles,half-life,sdc,sdx,sa,dga,dgp,dgtot
1278,Clc1ccccc1Nc1nc(-c2ccncc2)nc2ccccc12,11.0,7.2588,0.7389,3.7794,-18.6961,-61.2918,-74.6324
289,CC1Oc2cc3c(-c4c(O)cc(O)c5c(O)c6c(cc45)OC(C)C(C)C6=O)c(O)cc(O)c3c(O)c2C(=O)C1C,30.0,10.6506,6.1983,15.089,-23.5966,-167.2677,-190.8642
951,O=C(NCCc1nc2ccccc2n1CCO)C1CCCCC1,20.31,9.4149,1.2857,6.0928,-1.4594,-83.9001,-77.6543
2381,COc1cccc(NCCC2(c3ccccc3)CC(C)(C)OC(C)(C)C2)c1,1.6,9.6329,0.4882,4.1462,0.6379,-55.0468,-54.4089
1879,NC(=O)C1CCN(c2ncc(-c3ccc(Br)cc3)s2)CC1,3.6,7.5732,1.396,5.3038,-6.3503,-73.0717,-72.6328
2412,CCOC(=O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2ccccn2)n1,1.5,12.0012,0.9499,6.5909,-11.8071,-97.8089,-85.0554
1121,Cc1ccc(S(=O)(=O)Nc2cc(C(=O)Nc3nc(-c4ccccc4)cs3)ccc2Cl)cc1,15.0,9.5207,1.9571,7.0054,-17.3768,-91.4323,-100.7846
1620,CCN1C(=O)c2ccccc2[S+]([O-])c2ccc(NC(=O)Cc3ccc(OC)cc3)cc21,6.1,11.565,0.5666,8.2,-14.2781,-95.5135,-105.1194
550,COC(=O)c1ccnc(-c2cc(C(=O)Nc3ccc(C4(N)CC4)cc3)ccn2)c1,30.0,10.4011,1.8923,7.845,-15.1818,-108.5665,-112.6731
157,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,30.0,10.2422,2.0775,8.3924,-4.6964,-108.9568,-113.6532
420,COc1cccc(CNc2ccc(S(=O)(=O)Nc3cccc(N4CCNCC4)c3)cc2)c1O,30.0,12.0312,2.5475,9.0169,-11.929,-122.7726,-127.0117
923,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)c(F)c3)nc2C)ccc1OCC(=O)O,21.0,10.0425,1.0456,9.3213,-5.0201,-97.4665,-91.6849
1691,CCN(CC)S(=O)(=O)c1ccc(N2CCOCC2)c(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)c1,5.49,14.1378,1.6183,10.7853,0.0262,-137.8969,-112.4561
478,O=[N+]([O-])c1ccc(-c2nc(Nc3ccc(F)c(F)c3)c3ccccc3n2)cc1,30.0,8.4676,0.6839,7.3904,-19.6628,-86.2853,-93.5804
2508,COc1cccc(CNC(=O)CCCn2nc(C)c3c(C)n(-c4ccc(C)cc4)nc3c2=O)c1OC,1.07,14.7881,0.5689,9.2515,-12.1822,-123.4013,-112.1124
2442,Cc1nn2c(c1-c1ccccc1OCc1ccccc1)N(C(=O)Cc1ccc3c(c1)OCO3)CCC2,1.41,13.6785,0.0,7.508,-23.5055,-97.4942,-95.6549
1472,O=C1CCCC2=C1C(c1[nH]ncc1Cl)N=C(Nc1nc3cc([S+](=O)([O-])N4CCCC4)ccc3o1)N2,8.0,11.3932,2.8462,11.3766,-15.8136,-146.233,-130.852
554,Cc1cc(C)nc(NC(=S)N2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)c1,30.0,10.4687,0.6913,7.5921,-1.3012,-93.4972,-76.8121
1203,c1ccc2c(Nc3ccn[nH]3)nc(-c3ccncc3)nc2c1,13.0,6.3559,1.6251,4.1394,-20.1353,-74.0194,-89.0558
391,Nc1nc2c(s1)C(c1cc(Cl)ccc1F)CC(=O)N2,30.0,4.2749,2.8234,5.6794,-9.1636,-71.1081,-81.8867
579,O=C(NCc1ccncc1)c1nc(-c2cccnc2)c2cnccn12,30.0,8.589,0.7474,5.5348,-19.6039,-88.7021,-96.4061
2343,CN(Cc1ccccc1)C(=O)c1ccc(S(=O)(=O)Nc2ccccc2)cc1,1.64,10.3895,0.8648,5.8438,-12.5306,-77.3255,-74.8257
1693,CSc1ncc(Cl)c(C(=O)Nc2c(C)cccc2C)n1,5.48,6.8791,0.8166,4.5894,-3.4058,-62.5731,-54.1065
2351,Cc1cc(C)nc(N2CCCC(C(=O)NCCc3ccc(F)cc3)C2)n1,1.6,11.3442,0.5644,6.6278,-3.7936,-89.7976,-77.6108
821,CCCc1cc(C)[nH]c(=O)c1CNC(=O)c1cc(-c2ccc(N3CCN(C(C)C)CC3)nc2)cc2c1cnn2C(C)C,24.98,14.9045,1.2653,8.3362,-8.4296,-126.4923,-122.0844
2422,CCCC1=Nc2cc(C(=O)NC3CCCCC3)ccc2Sc2ccc(C)cc21,1.48,9.3951,0.5656,3.9194,-6.5543,-57.4732,-62.9008
1007,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,18.71,9.0798,1.7129,7.9992,-15.9761,-97.2241,-97.2203
1249,Cc1c(-c2cccc3c(CCCOc4cccc5ccccc45)c(C(=O)O)n(Cc4cccnc4)c23)c(COc2ccc(N3CCN([S+](=O)([O-])N(C)C)CC3)cc2)nn1C,12.0,24.392,0.9014,14.8104,-24.523,-192.0429,-159.2781
1685,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,5.51,9.8277,2.1958,6.6732,-4.8013,-104.3712,-84.0006
665,CCOc1cc(=O)n2c(c1C(=O)Nc1cc(OC)c(Cl)cc1OC)CCCC2,30.0,11.1167,1.0451,9.6065,-5.342,-112.0834,-109.4016
2243,Cc1cc(C)cc(NS(=O)(=O)c2ccc3[nH]cc(C(=O)NCc4ccco4)c(=O)c3c2)c1,1.84,10.2748,2.32,8.834,-17.2704,-113.8187,-124.3185
143,O=C(Nc1ccc(N2CCC(N3CCCCC3)CC2)c(C(=O)O)c1)c1ccc(Br)cc1,30.0,11.3617,1.4585,8.2815,-5.6281,-105.6114,-111.2395
2203,CN(Cc1cccs1)c1nc(-c2ccccc2C(F)(F)F)nc2ccccc12,1.98,8.909,0.0,5.8315,-13.9477,-70.0465,-64.1551
1880,CSc1cc2c(s1)c1cnn(Cc3cccc(N)c3)c(=O)c1n2C,3.6,7.7386,1.197,5.5055,-14.7408,-79.6108,-75.405
422,O=C1Nc2c(Cl)cccc2/C1=C\c1cc(Cl)c(O)c(Cl)c1,30.0,4.2358,2.0351,5.0917,-10.2136,-57.9239,-68.1375
800,Cc1cccc2c1NC(=O)/C2=C/c1cc(Cl)c(O)c(Cl)c1,26.0,5.3017,1.8305,4.9083,-10.7498,-57.6548,-68.4046
616,Cc1cccc(-c2noc([C@@H]3Cc4nc[nH]c4CN3C(=O)CC(C)(C)CC(=O)O)n2)c1,30.0,12.7221,1.4225,9.3802,-10.6836,-126.1925,-108.2008
1319,c1cc(-c2cc(-c3ccncc3)c3cncn3c2)c2[nH]ncc2c1,10.11,7.1869,0.7965,3.3391,-25.1546,-61.1119,-79.9113
296,O=C(Nc1ccc(Nc2ccncc2)cc1)c1ccc(Nc2ccnc3ccc([N+](=O)[O-])cc23)cc1[N+](=O)[O-],30.0,12.382,2.4219,10.8697,-28.9065,-137.8072,-154.5866
402,Cc1ccc(S(=O)(=O)Nc2nc3ccc(C)cc3nc2Nc2ccc3c(c2)OCO3)cc1,30.0,10.2922,2.0018,8.0288,-21.7167,-107.5799,-109.0712
89,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,30.0,10.7364,2.1385,8.9353,4.1186,-115.8695,-102.7615
2485,O=S(=O)(Nc1ccc(-c2cccnc2)c2cccnc12)c1cccc(C(F)(F)F)c1,1.25,9.6393,0.9375,8.0459,-15.7599,-94.738,-94.2614
2491,CCOC(=O)C1=C(CN(CC)Cc2ccccc2)NC(=O)NC1c1ccc(OC(C)C)cc1,1.2,13.107,1.5823,8.7187,-3.774,-113.2601,-106.3159
132,Cc1nn(-c2ccccc2)c2nc(C3CC3)cc(C(=O)Nc3ccc(F)cc3)c12,30.0,10.0215,0.6703,6.1168,-20.0171,-83.1169,-93.6641
1621,Fc1ccc(Nc2nc(C3=CCNCC3)nc3ccccc23)cc1F,6.1,8.1089,1.2725,6.1196,-13.461,-81.9168,-87.1608
1610,CCN(CC)c1ccc(Nc2nc(Cl)ncc2Br)cc1,6.24,6.524,0.757,4.3383,-1.6846,-63.4238,-54.2405
1719,C=C1[C@@H](C)C2[C@H](Cc3ccccc3)NC(=O)[C@@]23C(/C=C/C[C@H](C)C[C@@](C)(O)/C=C/[C@@H]3OC(C)=O)[C@@H]1O,5.2,14.5866,2.1002,9.5419,0.913,-114.9342,-105.1864
1403,Cc1ccc(-c2cc(C(=O)Nc3ccc(-n4cccn4)cc3)c3ccccc3n2)cc1C,9.1,10.6325,0.6114,4.4614,-24.3838,-71.3048,-92.1719
2079,C[C@H]1[C@@H]2CC[C@@H](C)[C@@H]3CC[C@]4(C)OO[C@@]23[C@H](O[C@@H]1CC(C[C@H]1O[C@@H]2O[C@]3(C)CC[C@@H]5[C@H](C)CC[C@@H]([C@H]1C)[C@@]25OO3)C(=O)NCc1ccc(F)cc1)O4,2.4,,,,,,
2195,Cc1ccnc(NC(=S)N2CCN(c3ccccc3C(F)(F)F)CC2)c1,2.0,9.4587,0.6458,7.1637,-4.8627,-86.8377,-74.9226
1189,CCCNc1oc(-c2cccc3ccccc23)nc1C#N,13.0,6.7551,0.761,3.561,-16.068,-56.2753,-61.3068
725,C[C@@]1(c2ncncc2F)NC(=O)c2cc(-c3cn[nH]c3)ccc21,30.0,7.0431,1.8252,6.4655,-16.7917,-88.3424,-94.8746
1315,Cc1ccccc1C(=O)N1CCc2cc(-c3csc(NC(=O)Cc4ccc5c(c4)OCO5)n3)ccc21,10.24,12.3423,0.8926,7.8562,-25.7827,-103.2493,-112.6715
1821,CCOc1ccc(NC(=O)CSC2=Nc3ccccc3C3=NC(CC(=O)NCc4cccs4)C(=O)N23)cc1,4.16,13.6358,1.3097,9.5723,-18.4108,-129.46,-134.1751
270,FC(F)(F)c1cccc(N2CCN(C(=S)Nc3cc4ccccc4cn3)CC2)c1,30.0,10.2368,0.7563,7.5274,-11.2624,-92.9445,-86.3916
1834,Cn1cc(C2=C(c3cn(C)c4cc([N+](=O)[O-])ccc34)C(=O)NC2=O)c2ccccc21,4.05,9.4984,1.0756,7.8568,-24.5072,-96.1973,-114.3185
2094,CCOC(=O)C1CCN(c2ncc(-c3ccc4c(c3)OCCCO4)s2)CC1,2.37,11.8449,0.0,7.8281,-8.0899,-96.9552,-82.7678
1373,Cn1cncc1[C@@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,9.54,11.4073,1.1601,6.5508,-18.468,-91.2885,-95.2864
918,CN(C)c1cccc(-c2cc(N3CCC(C(N)=O)CC3)ncn2)c1,21.15,9.7854,1.3178,5.8591,-6.9712,-92.0516,-87.7257
1660,CN(C)c1cccc(-c2ncnc(N3CCC(C(N)=O)CC3)n2)c1,5.7,10.1397,1.4039,6.452,-6.9988,-101.9571,-82.9634
1320,Cn1c(=O)cc(C(=O)NC2CCCc3c2[nH]c2c(Cl)cccc32)c2ccccc21,10.11,9.443,1.535,6.4424,-18.0424,-85.6966,-97.1241
2166,Cc1ccc(S(=O)(=O)NCC(=O)Nc2nc(-c3ccccc3)cs2)cc1,2.1,8.6248,2.036,6.0261,-10.6682,-81.9689,-85.3123
588,CN(C)C(=O)c1nc(-c2ccc(Cl)nc2)c2ccccn12,30.0,7.9125,0.0,4.9008,-11.2737,-70.057,-55.1169
1641,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)NCc2ccccc2)cc1,5.9,9.3158,1.5895,5.985,-12.592,-82.2801,-88.7863
2522,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,1.0,14.3455,1.0241,11.5185,1.3885,-132.1767,-105.0688
376,Nc1cccc(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1O,30.0,7.0772,4.0895,7.3037,-12.9982,-102.8376,-110.2422
334,Cc1ccc2oc(NC3=NC(c4ccccc4Cl)C4=C(CCCC4=O)N3)nc2c1,30.0,8.4035,1.6232,6.1382,-18.0437,-85.0714,-96.1946
1845,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,3.98,10.8467,0.674,5.4394,-3.0326,-67.7644,-60.8913
2379,CCOc1ccc(CCNC(=O)c2cc3ccccc3n2CCN2CCOCC2)cc1OCC,1.6,13.2343,0.6488,8.3316,-4.6655,-108.3393,-98.8548
1119,Cc1ccc(-c2cc(C(=O)Nc3ccc(S(=O)(=O)Nc4ccc(C#N)cc4)cc3)c3ccccc3n2)cc1C,15.0,13.1262,1.5889,7.3951,-28.8576,-105.6319,-127.1264
1443,COc1ccc(-n2nc(C3CCCN(C(=O)Cc4ccc(F)cc4)C3)[nH]c2=O)cc1,8.48,12.1662,0.7936,8.818,-11.9645,-110.5833,-105.0338
1736,O=C(Nc1nc(-c2ccccc2)cs1)c1ccncc1NS(=O)(=O)c1cccc(Cl)c1,5.0,8.6842,1.923,6.8905,-18.4368,-93.463,-106.0825
911,O=C1Nc2cc(Cl)ccc2Nc2cscc21,21.77,3.3791,1.6613,3.7375,-12.2388,-49.6303,-61.8691
777,O=C(NCCCn1ccnc1)c1ccc(-c2ncc3cnc(-c4ccccc4)cn23)cc1,27.8,11.8022,0.5693,6.0369,-22.962,-97.4176,-104.7481
2438,Cc1cccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)Nc3nc4ccc(F)cc4s3)n2)c1,1.43,8.5792,0.9794,7.5761,-15.0326,-93.1566,-89.1825
329,Cc1ccc(-c2cc(C(=O)Nc3ccc(-c4noc(=O)[nH]4)cc3)c3ccccc3n2)cc1C,30.0,9.9496,1.555,6.2749,-24.8516,-89.555,-106.782
1343,COC(=O)Nc1nc2ccc(SC(C)C)cc2[nH]1,9.99,5.9982,1.5893,5.2592,-3.4327,-70.7439,-67.3603
321,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1CO,30.0,14.4694,0.7259,10.0413,-8.0568,-133.6691,-110.0643
2059,Cc1cccc(-n2cnc3cc(C(=O)N4CCCC(C)C4)ccc32)c1,2.5,9.1733,0.0,3.9081,-11.7472,-59.398,-55.581
13,CCOC(=O)C1(Cc2ccccc2C(F)(F)F)CCN(C2CCN(C(C)C)CC2)CC1,30.0,13.0885,0.0,8.9752,10.8934,-100.752,-66.928
898,Cc1ccc(S(=O)(=O)Nc2cc(Cl)cc(C(=O)Nc3nc(-c4ccccc4)cs3)c2)cc1,22.0,9.7085,1.9324,6.9446,-17.3714,-91.4777,-101.9808
172,Nc1c(-c2ccncc2)cc[nH]c1=O,30.0,3.7061,2.5999,3.94,-9.3314,-60.1422,-69.4735
261,Cc1cc(C)nc(NC(=S)N2CCN(Cc3cccc(C(F)(F)F)c3)CC2)c1,30.0,10.6994,0.7159,7.7674,-1.3004,-95.2348,-77.8887
1919,CC1=Nc2cc(C(=O)NC3CCCC3)ccc2Sc2ccc(C)cc21,3.31,8.447,0.5716,3.8341,-9.8883,-55.8897,-64.7902
690,CC(C)CN(CC(=O)N(CCCN1CCCC1=O)CC(N)=O)C(=O)CNCCc1ccccc1F,30.0,16.6775,2.1533,12.6183,7.7971,-161.4498,-119.634
902,Cc1cc(-c2nc(Nc3ccc(F)c(F)c3)c3ccccc3n2)ccn1,22.0,8.1872,0.6568,5.7477,-17.7448,-76.8253,-86.9369
259,Cc1cc(C)nc(NC(=S)N2CCN(c3ccncc3)CC2)c1,30.0,8.4441,0.6009,4.1266,-7.534,-70.6582,-73.707
845,Fc1ccc(Nc2nc(-c3ccncc3)cc3ccccc23)cc1F,24.0,7.4863,0.6499,5.0024,-18.719,-64.9612,-81.3526
2332,CN(C)c1cccc(-c2ccnc(N3CCC(C(N)=O)CC3)n2)c1,1.67,9.9394,1.2966,5.8537,-6.9605,-91.7774,-82.7109
139,COc1ccc(CNC(=O)Cn2nc3c(cc2=O)CCCC3)cc1,30.0,10.0384,0.3965,6.5029,-7.1206,-84.3643,-78.9575
1574,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,6.64,14.0651,2.6821,11.034,-21.6236,-150.5253,-164.775
320,NC(CO)(CO)CCc1ccc(Sc2cccc(OCc3ccccc3)c2)cc1Cl,30.0,10.4389,2.788,7.8608,-1.8121,-95.1284,-96.9405
654,Nc1nc2c(s1)C(c1ccc(F)cc1F)CC(=O)N2,30.0,4.5349,2.8282,6.4801,-9.9644,-78.01,-88.0145
1951,CC(=O)c1cccc(-c2csc3ncnc(Sc4nnnn4C)c23)c1,3.08,7.8119,0.0,4.2398,-16.3887,-66.23,-67.104
1869,Oc1ccc(CNc2ccccc2F)c2cccnc12,3.7,6.0799,1.8613,4.8546,-12.8522,-61.7162,-74.5685
559,Cc1cn(CCN2CCN(c3ccccc3-c3cc(C#N)cc(C(=O)NCCCN4CCCC4)c3)CC2)c2ccccc12,30.0,16.1834,0.5916,6.7078,-17.1774,-110.1322,-121.3217
140,COc1ccc(C2c3c(oc4ccc(Cl)cc4c3=O)C(=O)N2CCCN(C)C)cc1OC,30.0,12.3639,0.0,9.4717,-9.3106,-112.5281,-104.8944
113,Cc1nc2sccn2c(=O)c1S(=O)(=O)Nc1ccc(N2CCN(S(C)(=O)=O)CC2)cc1,30.0,11.9408,0.9258,9.2027,-9.7473,-121.0372,-100.6164
532,COc1ccc(-c2cc3nccn3c(Nc3ncccc3C(N)=O)n2)cc1OC,30.0,9.0813,2.7106,8.2052,-19.4459,-116.7805,-125.1645
225,NC(=O)C1CCN(c2nnc(-c3ccc4c(c3)OCCCO4)s2)CC1,30.0,9.5551,1.3532,7.3132,-10.133,-99.2772,-95.8954
724,CCN1CCN(C(=O)c2cc(-c3ccc(F)cc3)c3nncn3n2)CC1,30.0,10.3172,0.0,6.9052,-10.9953,-95.1987,-75.7584
2350,COc1ccc(CN(C2CCCCC2C)S(=O)(=O)c2ccc(S(=O)(=O)N(C)C)cc2)cc1OC,1.6,15.6854,0.0,10.031,3.1613,-121.041,-69.6722
2164,Cc1cc(-c2nnc3n2CCCCC3)c(C)n1-c1cccc2ccccc12,2.1,8.956,0.0,2.5795,-16.7691,-48.064,-48.863
1434,N#Cc1nc(-c2cccc3ccccc23)oc1NCc1ccccc1,8.6,7.8872,0.6912,3.6338,-23.969,-58.4888,-71.2952
326,O=S(=O)(Nc1nccs1)c1ccc(Nc2nc(-c3ccc(F)cc3)cs2)cc1,30.0,7.7175,1.922,6.5036,-18.1267,-87.1128,-100.5587
1324,COc1ccc(CN2CCNc3cc(Nc4ccccc4)ncc3C2)cn1,10.03,10.2019,1.1162,5.5306,-13.3221,-89.4884,-95.4877
1995,CCOc1ccc(CCNC(=O)c2ccc(C(=O)c3ccccc3)cc2)cc1OCC,2.8,12.4924,0.5994,7.0887,-9.9902,-87.4972,-93.5768
1459,Cc1cc(C)cc(C(=O)Nc2ccc3c(N4CCCC4)ncnc3c2)c1,8.23,9.3537,0.6047,4.7402,-13.3979,-73.5395,-76.0694
2353,Cc1ccc(OCCn2c(CCNC(=O)C3CCCCC3)nc3ccccc32)cc1,1.6,11.4087,0.5476,5.5143,-7.5028,-78.1292,-75.5619
2277,CCOc1ccc(CCNC(=O)c2cc3sccc3n2Cc2ccc(Cl)c(F)c2)cc1OCC,1.75,12.2582,0.6053,8.5291,-10.7748,-100.0556,-101.5412
715,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1ccc(N)nc1=O,30.0,6.3806,4.1061,9.2336,2.7833,-114.7721,-97.1101
847,Fc1cc(Nc2nc(-c3ccncc3)nc3ccccc23)ccc1-c1ccc(F)c(F)c1F,24.0,9.0749,0.6726,7.7284,-23.0583,-93.0996,-107.9838
194,Cc1ccc(-c2nc(NCC(=O)Nc3cccc(C(=O)O)c3)c3ccccc3n2)cc1,30.0,10.2175,2.5443,7.6816,-19.7246,-106.8422,-121.2186
1981,O=C(Nc1nnc(-c2cccs2)o1)c1ccc(Cl)cc1,2.9,4.8646,0.894,4.3068,-13.208,-56.9094,-60.9567
574,O=C(O)c1cccc(-c2cnc3ccccc3c2)c1,30.0,6.0854,0.9456,3.7275,-15.0297,-48.802,-63.8317
947,O=C1CCc2cc(S(=O)(=O)Nc3ccc(F)c(Cl)c3)ccc2N1,20.48,7.2417,1.9158,7.1995,-8.981,-85.2202,-86.9895
504,COc1ccc(NC(C)=O)cc1S(=O)(=O)Nc1ccc(Br)cc1,30.0,8.2118,1.6015,7.405,-5.3683,-89.5,-89.2013
1862,Cc1ccc2c(c1)c(=O)c1ccccc1n2CCCC(=O)Nc1cc(Cl)ccc1C,3.79,10.8212,0.5696,5.8837,-13.7987,-75.8144,-89.613
1850,Cc1cnc(-c2ccccc2C(C)C)nc1NCC1CCN(c2cccnc2)CC1,3.9,11.2389,0.5428,4.141,-8.7262,-75.5295,-74.4002
646,Cc1cc(-c2cc3c(nc2-c2ccccc2)nc(C(=O)NCCN(C)C)n3C)ccn1,30.0,11.751,0.7754,6.3046,-13.2042,-99.7225,-91.0159
4,CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,30.0,6.7431,1.474,4.5849,-8.3831,-72.1921,-64.5866
1831,CC(C)(C)C(=O)N1CCN(c2nccc(Nc3ccccc3Cl)n2)CC1,4.07,10.6589,0.7331,6.3877,-4.3223,-92.4391,-70.7127
468,O=C(Nc1ccc(S(=O)(=O)Nc2ncc(-c3ccccc3)s2)cc1)c1ccc2ccccc2c1,30.0,10.2548,1.7125,6.1193,-25.3238,-85.2312,-104.7499
1346,CNc1ncc(-c2cccc3ccccc23)o1,9.9,5.5203,0.719,2.8192,-13.3006,-43.1827,-47.7149
6,Cc1ccc(NS(=O)(=O)c2cccc(C(=O)O)c2)cc1S(=O)(=O)N1CCOCC1,30.0,12.0493,1.8439,10.7852,-5.0703,-128.2452,-105.4115
1247,Cc1ccc(Nc2nc(-c3ccncc3)nc3ccccc23)cc1F,12.0,8.3357,0.62,4.7835,-18.4897,-69.6943,-82.8954
920,O=[N+]([O-])c1ccc(/C=N/n2c(CO)nc3ccccc32)s1,21.0,6.7067,1.0734,5.6947,-12.8081,-72.0356,-71.162
548,O=C(O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2cccnc2)n1,30.0,10.5639,1.8805,6.7242,-13.9452,-99.9243,-103.1723
229,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,30.0,6.9355,2.6164,4.4306,14.5458,-58.6848,-44.139
1064,CC(=O)c1c(C)[nH]c(C(=O)Nc2cccc([S+](=O)([O-])Nc3ccc(Br)c(F)c3)c2)c1C,17.0,10.453,2.3038,10.5042,-8.2149,-121.4766,-121.4282
543,O=C(NCCO)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,30.0,9.6704,2.2893,9.7037,-9.1438,-119.282,-108.6064
243,Cc1cc(C)nc(NC(=S)N2CCN(c3cccc(C(F)(F)F)c3)CC2)c1,30.0,10.1555,0.7673,7.6672,-3.8562,-93.7301,-79.384
899,CCc1ccc2oc(NC3=NC(c4[nH]ncc4Cl)C4=C(CCCC4=O)N3)nc2c1,22.0,8.0157,2.7201,7.2096,-16.8307,-103.0375,-111.6273
1808,CCCCN1CCC[C@H]1CNC(=O)c1cc(C#N)c2ccccc2c1OC,4.23,10.7364,0.4689,5.6661,-6.8298,-81.3295,-88.1593
1161,O=C1CCCC2=C1C(c1[nH]ncc1Cl)N=C(Nc1nc3ccc(F)cc3o1)N2,14.0,6.9295,2.6072,7.9647,-18.207,-106.2794,-118.7982
1887,Oc1c(C(Nc2nccs2)c2ccc(C(F)(F)F)cc2)ccc2cccnc12,3.54,7.8067,1.9518,7.223,-15.1597,-86.2158,-91.0217
2117,Cc1ccc(S(=O)(=O)Nc2cnccc2C(=O)Nc2nc(-c3ccc4c(c3)CCCC4)cs2)cc1,2.3,10.5237,1.8621,6.5349,-19.1784,-92.4861,-104.7554
1740,Oc1ccc(CNc2ccccc2C(F)(F)F)c2cccnc12,4.99,6.6754,1.8261,6.5833,-9.9902,-74.0329,-73.0185
2433,CN(Cc1cccs1)c1ncnc2ccc(-c3ccc4c(c3)OCO4)cc12,1.44,9.4305,0.0,4.9623,-21.7289,-70.8747,-71.2545
843,O=[S+]([O-])(Nc1nccs1)c1ccc(NCc2ccc(Cl)c(Cl)c2)cc1,24.0,6.9229,1.6112,5.9981,-8.1575,-73.9195,-76.086
1374,CCOC(=O)c1nn(-c2ccc(OC)cc2)c(=O)c2c(N)scc12,9.52,7.8538,1.7669,7.6872,-12.2525,-96.633,-87.3291
2134,CC(=O)Nc1ccc(C(=O)Nc2ccc3c(c2)N(C2CCCC2)C(=O)c2ccccc2S3)cc1,2.21,12.3799,1.2118,7.86,-17.7713,-104.1734,-114.2454
1921,CCC(=O)NC(c1ccco1)c1cc(Cl)c2cccnc2c1O,3.3,7.6575,1.7537,6.8697,-10.3101,-84.5971,-94.9072
1527,Cc1ccc(-c2csc(NC(=O)c3ccncc3NS(=O)(=O)c3ccc(C)cc3)n2)cc1,7.3,9.5181,1.9626,6.2075,-17.9722,-88.9891,-103.2488
1606,Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)Nc2nc(-c3ccccc3)c(C)s2)cc1,6.3,9.4444,1.8165,5.746,-17.925,-78.9102,-89.5874
277,COc1ccnc(NC(=S)N2CCN(c3ncc(C(F)(F)F)cc3Cl)CC2)c1,30.0,10.7554,0.7732,9.7488,-3.6826,-117.731,-99.543
662,NC1CCN(C(=O)C2CCCN(c3nc(-c4ccccc4)nc4c3CCC4)C2)CC1,30.0,11.6621,0.9343,6.0381,-7.9639,-95.4889,-83.3567
1881,Cc1cc(-c2nnc3n2CCCCC3)c(C)n1-c1ccc(C#N)cc1,3.6,9.1456,0.0,3.3782,-16.3685,-60.8598,-61.8805
2143,CC(C)c1ccccc1-c1ncc(F)c(NCC2CCN(c3cnccn3)C2)n1,2.2,11.1719,0.8012,6.3305,-10.1226,-96.6157,-83.3559
2388,CC1CC(C)(C)N(C(=O)CN2C(=O)c3ccccc3C2=O)c2ccccc21,1.56,9.8281,0.0,5.7262,-12.2665,-72.4808,-65.4019
1914,O=C1/C(=C\c2ccccc2)C[C@@]2(O)C3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,3.37,10.5637,1.6105,7.2066,-17.1555,-87.966,-101.1556
315,CCOc1ccccc1C(=O)Nc1cccnc1C(=O)Nc1cccc(S(=O)(=O)C(F)(F)F)c1,30.0,11.422,2.1862,11.4618,-9.8177,-133.848,-119.6653
1467,Cc1cnc(-c2ccccc2C(F)F)nc1NCc1ccc(-c2cccnc2)cc1,8.1,10.4913,0.6479,5.7593,-15.7941,-78.7368,-85.5632
1344,CN(C)c1ccccc1-c1csc(N2CCC(C(N)=O)CC2)n1,9.95,8.9016,1.3086,5.4076,-6.369,-82.5812,-80.4809
1901,CC(C)Oc1cccc(C2CC(=O)Nc3cc4c(cc32)OCO4)c1,3.46,8.9036,0.8376,6.5383,-13.0124,-78.6298,-81.4027
692,COc1ccc(C(=O)N2CCCC(c3nn(-c4ccc(OC)cc4)c(=O)[nH]3)C2)cc1,30.0,12.4219,0.8433,8.7081,-13.1222,-113.703,-108.9495
1542,CCCn1cnc2cc(NCc3ccc(OC)cc3OC)ccc21,7.1,9.1598,0.564,5.4386,-8.5247,-76.5021,-76.5783
