Unnamed: 0,RLM,HLC,3A4
1166,CC1=CC=CC=C1S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,,
1167,CC(C)(CN1C2=C(C=C(C=C2)CN3CCOCC3)N=C1NC(=O)C4=CC=C(S4)C5=CNN=C5)O,,
1168,CC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=CC=CC=C32)C(=O)NC4=CC=C(C=C4)C5=CC=CC=C5,,
1169,C1=CC=C(C=C1)C[C@@H](C(=O)CCl)NC(=O)OCC2=CC=CC=C2,,
1170,CC(C)(C)C1=CC=C(C=C1)C2=CSC(=N2)N3CCC(CC3)C(=O)N,,
1171,COC1=NC(=C(C=C1)C(=O)NC2CCN(CC2)C3=CC(=O)N(N=C3)CC4CC4)OC,,
1172,COC1=C(C=CC=N1)C2=NC(=C3C=CN(C3=C2)CC4CCN(CC4)[S+](=O)(C)[O-])N5CCOCC5,,
1173,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N,,
1174,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)O)I,,
1175,CC1=CN2C(=CC(=N2)C3=NC(=NO3)C4CCCN(C4)C(=O)C5=CC=CC=C5)C(=O)N1,,
1176,C1C(CN1)NC2=CC=CC(=N2)C3=CN=C4N3C=C(C=C4)Cl,,
1177,CCOC1=CC=C(C=C1)C2C3=C(C(=O)N2CCCN(C)C)OC4=C(C3=O)C=C(C=C4)C,,
1178,C1CC2=C(C(N=C(N2)NC3=NC4=CC=CC=C4O3)C5=C(C=NN5)Cl)C(=O)C1,,
1179,C1=CC(=C(C=C1[C@H](CN)O)O)O,,
1180,C1COCCN1C2=C3C=CN(C3=CC(=N2)C4=CC5=C(C=C4)C(=O)NC5)CC6=CC=NC=C6,,
1181,CCCCN(C)C(=O)C1=C(SC2=C1C(=O)N(C=C2)CCC)C,,
1182,CCC[C@@H]1CN(C[C@H]1NC(=O)C)C(=O)C2=CC=C(C=C2)C3=CC=C(O3)C,,
1183,CC1=C(C=C(C=C1)C(=O)NC2=CC3=C(C=C2)OC(=N3)C4=CN=CC=C4)[N+](=O)[O-],,
1184,CCCC1=CC(=O)OC2=C1C3=C(C=CC(O3)(C)C)C4=C2C(C(C(O4)C)C)O,,
1185,C1=CC=C(C=C1)C2=CNN=C2,,
1186,C1=CN(C(=O)C(=C1)C(=O)NC2=CC(=C(C=C2)OC3=C4C=CNC4=NC=C3)F)C5=CC=C(C=C5)F,,
1187,CC1=NN(C(=O)C2=CC(=NN12)C3=CC=CC=C3)CC(=O)NCCCN4CCC(CC4)N5CCCCC5,,
1188,CCCNC1=C(N=C(O1)C2=CC=CC3=CC=CC=C32)C#N,,
1189,CCNC1=C(N=C(O1)C2=CC=CC3=CC=CC=C32)C#N,,
1190,CN(C1=CC=CC=C1)C(=O)CSC2=NC3=C(CCCC3)C(=O)N2,,
1191,CC1=NN(C(=C1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)CC3=CC(=C(C=C3)Cl)Cl)C,,
1192,CN1C2=C(C=CC(=C2)C(=O)NCC3=CC=C(C=C3)Br)[S@@](=O)C4=CC=CC=C4C1=O,,
1193,CC(C1=CC=CC=C1)NC2=CC=C(C=C2)[S+](=O)(NC3=NC=CS3)[O-],,
1194,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NC3=NC=C(S3)C4=CC=CC=C4,,
1195,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=CC(=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4)OC,,
1196,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CC(=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4)OC,,
1197,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C=C2C(=O)NC3=NC(=CS3)C4=CC=CC=C4)Cl)Cl,,
1198,COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=CC4=CC=CC=C4N=C3,,
1199,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)N5C=NC=N5)F,,
1200,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=NC5=CC=CC=C5N4,,
1201,C1=CC(=CC=C1NCC2=C(C=C(C=C2)[N+](=O)[O-])O)[S+](=O)(NC3=NC=CS3)[O-],,
1202,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC=NN4,,
1203,COC1=CC2=C(C=C1)NC(=O)C(=C2)C3=NOC(=N3)C4=CC=CS4,,
1204,C1=CC(=C(C=C1Cl)Cl)C2=NC(=NO2)C3=CC=C(O3)Br,,
1205,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4Cl,,
1206,C1=CC=C2C=C(C=CC2=C1)NS(=O)(=O)C3=CC=C(C=C3)NCC4=C(C(=CC=C4)Cl)O,,
1207,C1=CC(=C(C=C1NC2=NC(=NC=C2)C3=CC=NC=C3)F)F,,
1208,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CN(N=C4)C,,
1209,C1=CC=C(C=C1)N[S+](=O)(C2=CC=C(C=C2)NCC3=C(C(=CC=C3)C(F)(F)F)Cl)[O-],,
1210,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=CC=C4,,
1211,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)C5=CC=NC=C5)F,,
1212,CN(C)C1=NC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F,,
1213,[2H]C([2H])([2H])C([2H])(C1=CC=CC=C1C2=NC=C(C(=N2)NC([2H])([2H])C3=CC=C(C=C3)N4C=CN=N4)C)C([2H])([2H])[2H],,
1214,CNC1=C(N=C(S1)C2=CC=CC3=CC=CC=C32)C#N,,
1215,C1CC(C2=C(C1)C3=C(N2)C(=CC=C3)Cl)NC(=O)C4=CC5=C(C=C4)OCO5,,
1216,CCC1=CC(=CC=C1)N2C(=C(N=N2)C3=NSC(=N3)NC(=O)C4=CC(=CC=C4)OC)C,,
1217,CC1=CC2=C(C=C1C)OC3=C(C2=O)C(N(C3=O)CCCN4CCOCC4)C5=CC(=C(C=C5)O)OC,,
1218,C1=CC=C(C=C1)C2=CN3C=C(N=C3S2)C(=O)NCC4=CC=CS4,,
1219,CC1=C(N=C2N1C=CC=N2)C3=CC(=CC=C3)NC(=O)C4=CC(=C(C=C4)F)F,,
1220,COC1=CC(=CC(=C1OC)OC)NC(=O)C2=CC(=NO2)C3=CC=CC=C3O,,
1221,CC(C)NC(=O)N1C[C@@H]2C[C@H](C1)C3=CC=C(C(=O)N3C2)C4=CC(=CC=C4)C(F)(F)F,,
1222,CC1=NOC(=C1)CNC(=O)C2=CC3=C(C=C2)N(C(=O)N3CC4CC4)C5CCCCC5,,
1223,CN1C(=NN=N1)SC2=NC=NC3=C2C=C(S3)C4=CC=CC=C4,,
1224,CC1=CN2C(=NC(=C2NC3=CC=CC=C3C)C4=CC=CC=N4)C=C1,,
1225,C1CN(CCC1CCCCNC(=O)C=CC2=CN=CC=C2)C(=O)C3=CC=CC=C3,,
1226,CC1=CC=C(C=C1)C2=NC3=C(C=C(C=C3)Br)C(=C2)C(=O)NCC4=C(N(N=C4)C)C,,
1227,COC1=C(C=C(C=C1)C2=CSC(=N2)C3=C(CN(C3=N)CC4=CC=C(C=C4)Cl)O)OC,,
1228,CC1=CC=C(N1C2=CC=CC(=C2)C(=O)O)C,,
1229,CC(C)CNC1=C2C(=NOC2=NC=N1)C3=CC=C(C=C3)Cl,,
1230,CC1=CC=CC=C1NC(=O)C2=C(NC(=NC2C3=CC=CC=C3Br)NC4=NC5=CC=CC=C5O4)C,,
1231,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NCCC3=CC(=C(C=C3)Cl)Cl,,
1232,COC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=CC=CC(=N3)C(F)(F)F,,
1233,CCN1C2=C(C=CC(=C2)C(=O)NCC3=CC=C(C=C3)F)[S@@](=O)C4=CC=CC=C4C1=O,,
1234,CC1=C(C=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=CC(=CC=C4)OC)C,,
1235,CC1=C(C=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=CC(=CC=C4)S(=O)(=O)N)C,,
1236,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C=C2)OC)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,,
1237,CNC1=C(N=C(O1)C2=CC=CC(=C2)C3=CC=CC=C3)C#N,,
1238,CC1=CN=C(N=C1NCC2=CC=C(C=C2)C3=CN=CC=C3)C4=CC=CC=C4C5COC5,,
1239,C1=CC(=CC=C1NCC2=C(C=CC(=C2)F)O)S(=O)(=O)NC3=NC=CS3,,
1240,C1=CC(=CC=C1NCC2=C(C(=CC(=C2)Cl)Br)O)[S+](=O)(NC3=NC=CS3)[O-],,
1241,CC1=C(SC(=N1)NS(=O)(=O)C2=CC=C(C=C2)NCC3=C(C(=CC=C3)OC)O)C,,
1242,COC1=C(C=CC(=C1)/C=C\2/C3=CC=CC=C3NC2=O)O,,
1243,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC=CS4,,
1244,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)C5=CN=CN=C5)F,,
1245,COC1=C(C=CC(=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4)Cl,,
1246,CC1=C(C=C(C=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4)F,,
1247,CC(=O)NC1=NC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F,,
1248,CC1=C(C(=NN1C)COC2=CC=C(C=C2)N3CCN(CC3)[S+](=O)(N(C)C)[O-])C4=CC=CC5=C4N(C(=C5CCCOC6=CC=CC7=CC=CC=C76)C(=O)O)CC8=CN=CC=C8,,
1249,C1CC(C2=C(C1)N(N=C2)C3=CC(=CC=C3)O)NC(=O)C4=CC=CC=N4,,
1250,CC1=CC=CC=C1C(=O)N2CCC(CC2)C(=O)N3CCC(CC3)N4CC5=CC=CC=C5C4=O,,
1251,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CCCC3=C2NC4=CC=CC=C34,,
1252,CC1=CC(=C(N1C2=CC=C(C=C2)OC)C)C3=NNC(=NC4CC4)SC3,,
1253,CN(C)C1=CC=CC(=C1)C2=CN=C(C3=C2CCO3)NC4=CC(=CN=C4)OC,,
1254,C1=CC=C2C(=C1)C(=O)N(C2=O)CC3=CC(=C(C(=C3)Cl)O)N,,
1255,CC1=CC2=C(C=C1)C(=C(N2CC3=CC=C(C=C3)OC)C(=O)O)CNCC4=CC(=CC=C4)OC,,
1256,CC1=C(C=CC(=C1)NS(=O)(=O)C2=CC3=C(C=C2)NC(=O)CC3)F,,
1257,CC(C)OC1=CC=CC(=C1)C2=NC(=NC=C2)N3CCC(CC3)C(=O)N,,
1258,C1CC2=C(C(N=C(N2)NC3=NC4=CC=CC=C4O3)C5=C(C=CC=N5)Br)C(=O)C1,,
1259,CC[C@H]1CN([C@H]2CC3=C(C(=O)C[C@H]1[C@H]2C(=O)OC)NC4=CC=CC=C34)C,,
1260,COC1=C(C=C(C=C1)C2=C3C(=NN2)N=CC(=N3)C4=CC=C(C=C4)CO)F,,
1261,COC1=CC=CC=C1NC2=NC(=NC=C2)N3CCN(CC3)C(=O)C4=CC=C(C=C4)F,,
1262,COC1=CC=C(C=C1)C2=NC3=C(N2)C=CC=N3,,
1263,C1CCC(C(=O)C1)(C2=CC=CC=C2Cl)N,,
1264,COC(=O)[C@@H](C1=CC=CC=C1)NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=CC=C4,,
1265,C1=CC=C(C=C1)C2=CC(=NN2)NC3=NC(=NC4=CC=CC=C43)C5=CC=NC=C5,,
1266,C1=CC=C(C=C1)C2=NC(=C(N=N2)C(F)(F)F)SC3=CC=CC(=C3)C(F)(F)F,,
1267,C1=CC=C(C(=C1)C(=O)NCC2=CC=CO2)NC(=O)C3=CC=CC=C3NC(=O)C4=CC=CO4,,
1268,CC1(CC2=C(C(N=C(N2)NC3=NC4=CC=CC=C4O3)C5=CC=CC=C5Cl)C(=O)C1)C,,
1269,CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=C(C=NN4)Cl)C(=O)NC5=NN=C(S5)C6=CC=CC=C6,,
1270,CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=NN(C=C4Cl)C)C(=O)NC5=NN=C(S5)C6=CC=CC=C6,,
1271,CC1=CC(=NC=C1)NC(=S)N2CCCC(C2)NC3=CC=CC(=C3)C(F)(F)F,,
1272,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC=C(C=C2)C3(N=N3)C(F)(F)F)OCC,,
1273,COC1=CC=CC(=C1)N2C3=C(C=N2)C(CCC3)NC(=O)C4=CC=CC=N4,,
1274,COC1=CC=CC(=C1OC)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3,,
1275,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)C(=O)NC3=NC=C(S3)C4=CC=CC=C4,,
1276,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NCC4=CC(=C(C=C4)F)F,,
1277,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC=CC=C4Cl,,
1278,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=C(C(=CC=C4)F)F,,
1279,C1=CC(=CC=C1NCC2=C(C=CC(=C2)Cl)O)S(=O)(=O)NC3=NC=CS3,,
1280,CC1=CC(=CC(=C1O)C)/C=C/2\C3=CC=CC=C3NC2=O,,
1281,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=C(C=NC=C3)NS(=O)(=O)C4=CC(=C(C=C4)F)F,,
1282,CN1CCN(CC1)C2=C(C=C(C=C2)NC3=NC(=NC4=CC=CC=C43)C5=CC=NC=C5)OC,,
1283,COC1=C(C=C(C=C1)C2=C(C=C(C=C2)NC3=NC(=NC4=CC=CC=C43)C5=CC=NC=C5)F)F,,
1284,CC1=CC=CC=C1C(=O)N2CCC3=C2C=CC(=C3)C4=C(SC(=N4)NC(=O)CC5CCCCC5)C,,
1285,CC1=CC=CC=C1C(=O)N2CCC3=C2C=CC(=C3)N4CCC(C4)NC(=O)CC5=CC=CC=C5,,
1286,CC1=CC=CC=C1C(=O)N2CCC3=C2C=CC(=C3)N4C=C(C=N4)NC(=O)CC5=CC=CC=C5,,
1287,CC1=C(C=CC=N1)C(=O)NC2=CC(=C(C=C2)OC)[S+](=O)(NC3=CC=C(C=C3)Br)[O-],,
1288,CCC(CC)C1=NC(=NC(=C1)[C@H]2CN3CC[C@H]2C[C@@H]3CNC(=O)C)C4=CC=NC=C4,,
1289,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,,
1290,C1CCC(C1)N2C=C(C3=C(N=CN=C32)N)C4=CC=C(C=C4)OC5=CC=CC=C5,,
1291,CCC1=CC=C(C=C1)N2C(=C(N=N2)C3=NSC(=N3)NC(=O)C4=CC=CC=C4Cl)C,,
1292,C1CCC(C(C1)C2C3=C(CCCC3=O)NC(=N2)NC4NC5CCCCC5S4)Cl,,
1293,CCN1C=C(C(=N1)C)CNC(=O)C2=CC(=NC3=C2C=C(C=C3)Br)C4=CC=C(C=C4)C,,
1294,COC1=NC=C(C=C1)C2=NN3C(=NC=C3NC4=C(N=CC=C4)OC)C=C2,,
1295,C1=COC(=C1)C2=NN=C(O2)NC(=O)C3=CC=C(C=C3)Cl,,
1296,CN1C(=NN=N1)SC2=NC=NC3=C2C(=CS3)C4=CC=C(C=C4)F,,
1297,CC1=CC=C(C=C1)S(=O)(=O)C2=CN=C(NC2=O)SC(C)C(=O)NC3=CC=CC=C3,,
1298,CN(C)CCCN1C2=C(C=C(C=C2)O)SC3=C1C=C(C=C3)Cl,,
1299,CC1=C2C(=CC=C1)OC(=N2)NC3=NC(C4=C(N3)CCCC4=O)C5=C(C=NN5)Cl,,
1300,CN(C)S(=O)(=O)C1=CC=CC(=C1)NC(=O)C2=CC=CN2,,
1301,CC1CN(CCN1C2=CC=C(C=C2)C)C3=C(C(=O)N(N=C3)C4=NC5=CC=CC=C5S4)Cl,,
1302,CC1=CC=CC=C1C(=O)NC2=NC3=C(S2)CC(CC3)C(C)(C)C,,
1303,C1=CN(C(=C1)C=C2C(=O)NC(=S)NC2=O)C3=CC=C(C=C3)O,,
1304,CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,,
1305,CC1=C(C(N=C(N1)NC2=NC3=CC=CC=C3O2)C4=C(C=NN4)Cl)C(=O)NC5=NC6=CC=CC=C6S5,,
1306,CC(COC)NCC1=C(N=C2C=C(C=CC2=C1)OC)N3CCN(CC3)C4=CC=C(C=C4)F,,
1307,CC1=C(C2=C(N1C3=CC=C(C=C3)OC)C=CC(=C2)OC(=O)COC4=CC=CC=C4)C(=O)C,,
1308,CCCCN1C=NC2=C1C=CC(=C2)NCC3=CC=C(C=C3)OCC,,
1309,CC1=NN(C2=C1C(=CC(=O)N2)C(F)(F)F)CCC3=NC(=CS3)C4=CC=CC=C4,,
1310,COCCNCC1=CN=C(C=C1)C2=CC3=NC=CC(=C3S2)OC4=C(C=C(C=C4)NC(=S)NC(=O)CC5=CC=C(C=C5)F)F,,
1311,CC1=CN=C(N=C1NCC2=CC=C(C=C2)N3C=CN=N3)C4=CC=CC=C4C(C)C,,
1312,C1CN(CCN1C2=NC=C(C=C2)NC(=O)C3=CC=CS3)C4=C(C=CC=N4)C(F)(F)F,,
1313,C1CCC(CC1)NC(=O)N2CC3=C(C[C@H]2C4=NC(=NO4)C5=CC(=CC=C5)[N+](=O)[O-])N=CN3,,
1314,CC1=CC=CC=C1C(=O)N2CCC3=C2C=CC(=C3)C4=CSC(=N4)NC(=O)CC5=CC6=C(C=C5)OCO6,,
1315,CC1=C(SC2=NC(=NC(=C12)N3CCN(CC3)C4=CC=CC=N4)C)C(=O)NC5=C(C=C(C=C5)F)Cl,,
1316,CC1=CC2=C(N=C(C=C2N1)C3=C(ON=C3C)C)C4=C(C(=CC=C4)OC)OC,,
1317,C1COCCN1C2=NC=NC3=C2C=CC(=C3)NC(=O)C4=CC(=CC=C4)Br,,
1318,C1=CC2=C(C(=C1)C3=CN4C=NC=C4C(=C3)C5=CC=NC=C5)NN=C2,,
1319,CN1C2=CC=CC=C2C(=CC1=O)C(=O)NC3CCCC4=C3NC5=C4C=CC=C5Cl,,
1320,CC1=C(C(=O)C[C@]2([C@H]1C[C@@H]3[C@]45[C@@H]2[C@H]([C@@H]([C@]([C@@H]4[C@H](C(=O)O3)OC(=O)/C=C(\C)/C(C)C)(OC5)C(=O)OC)O)O)C)O,,
1321,C1CC(C2=C(C1)C3=CC=CC=C3N2)NC(=O)C4=CC=CC=C4,,
1322,C1COC2=C1C=C(C=C2)C3C4=C(C=CC5=CC=CC=C54)OC6=C3C(=N)N(C=N6)C7=CC=CC=C7,,
1323,COC1=NC=C(C=C1)CN2CCNC3=CC(=NC=C3C2)NC4=CC=CC=C4,,
1324,C1=CC=C2C(=C1)C(=C(N2)O)C\3=NC4=CC=CC=C4/C3=N\OCCC(CO)O,,
1325,C1CC(=O)N(CC1C(=O)N2CCSCC2)CC3=CC=C(C=C3)Cl,,
1326,CC1=CN=C(C=N1)CNC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4OC,,
1327,C1CC2=C(C(N=C(N2)NC3=NC4=CC=CC=C4O3)C5=CC=CC=C5C(F)(F)F)C(=O)C1,,
1328,C1=CC(=CC(=C1)O)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)CC3=CC(=C(C=C3)Cl)Cl,,
1329,C1=CC=C(C=C1)CNC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3,,
1330,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NC3=NC(=C(S3)Br)C4=CC=CC=C4,,
1331,C1=CC=C(C(=C1)C2=NC=C(C(=N2)NCC3=CC=C(C=C3)C4=CC=NN4)F)C(F)F,,
1332,COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=CC=CC4=C3C=NC=C4,,
1333,CC1=NC2=C(S1)C=C(C=C2)NC3=NC(=NC4=CC=CC=C43)C5=CC=NC=C5,,
1334,C1CC2=C(C(N=C(N2)NC3=NC4=C(O3)C=C(C=C4)Cl)C5=C(C=NN5)Cl)C(=O)C1,,
1335,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=C(C=CC(=C4)F)F,,
1336,COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=CC4=CC=CC=C4C=C3,,
1337,CC1=C(C=CN=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F,,
1338,CC1=C(C(=NO1)C)C2=C(C=C(C=C2)NC3=NC(=NC4=CC=CC=C43)C5=CC=NC=C5)F,,
1339,C1CCC(CC1)NC2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4,,
1340,C1COCCN1C2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4,,
1341,CC1=CN=C(S1)NC(=O)C2=CC=C(O2)C3=CC(=CC=C3)[N+](=O)[O-],,
1342,CC(C)SC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,,
1343,CN(C)C1=CC=CC=C1C2=CSC(=N2)N3CCC(CC3)C(=O)N,,
1344,C[C@@H]1[C@@H](/C=C\O[C@@]2(C(=O)C3=C(O2)C(=C(C4=C3C(=N[C@H]5CC[C@@H](O[C@@H]5C)O)C=C(C4=O)NC(=O)/C(=C\C(=O)[C@@H]6C[C@@H]6[C@H]([C@@H]([C@H]([C@@H]([C@@H]1OC(=O)C)C)O)C)O)/C)O)C)C)OC,,
1345,CNC1=NC=C(O1)C2=CC=CC3=CC=CC=C32,,
1346,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4F,,
1347,C1=CC2=C(C=NC=C2)C(=C1)NS(=O)(=O)C3=CC=C(C=C3)NCC4=C(C(=CC=C4)Cl)O,,
1348,COC1=C(C(=C2C(=C1)CCC(C3=CC(=O)C(=CC=C32)SC)N)OC)OC,,
1349,COC1=NC(=NC=C1C2=CC3=NC=C(C(=C3C=C2)NC4=CC(=CC(=C4)C(=O)O)OC5=CC(=CC(=C5)F)F)S(=O)(=O)NC6CC6)OC,,
1350,CC1=CC=C(C=C1)NC(=O)C2=C3NC(=C(C(N3N=C2)C4=CC=CC=C4C)C(=O)NC5=CC=C(C=C5)Cl)C,,
1351,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)F)F,,
1352,CCC1=CC=C(C=C1)CNC2=CC3=C(C=C2)N(C=N3)C(C)(C)C,,
1353,COC1=CC2=C(C=C1)C(=C(N2CC3=CC=C(C=C3)C=C)C(=O)O)CNCC4=CC=CC=C4,,
1354,CC1=C(C=CC=C1Cl)N2C(=C(C=N2)C(=O)NC3=C(C=C(C=C3)Br)F)C4CCNCC4,,
1355,CCOC(=O)N1CCC2=C(C1)SC(=C2C(=O)NC3=C(C=CC(=C3)Cl)OC)NCC4=C(C=CS4)C,,
1356,CC(=O)O[C@H]1C[C@H]([C@@]2(CCC3C(=O)O[C@@H](C[C@@]3([C@H]2C1=O)C)C4=COC=C4)C)C(=O)OC,,
1357,C1CCN(CC1)C(=O)C2=CC3=C(C=C2)N(C=N3)C4=CC=C(C=C4)Cl,,
1358,C1C(C12C3=CC=CC=C3NC2=O)C4=CC(=C(C(=C4)Cl)O)Cl,,
1359,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,,
1360,CCOC1=CC=CC(=C1)C(=O)NC2=NC3=C(S2)CC(CC3)C(C)(C)C,,
1361,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)CC3=CC(=C(C=C3)Cl)Cl,,
1362,CC(C)(C)N1C=NC2=C1C=CC(=C2)C(=O)N3CCCCC3,,
1363,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC(=C2OC)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,,
1364,CC1=CC=CC=C1C(=O)N2CCC3=C2C=CC(=C3)C4=CC(=CC=C4)NC(=O)CC5=CC6=C(C=C5)OCO6,,
1365,COC1=C(C=C(C=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4)F,,
1366,CNC1=C(N=C(O1)C2=C(C(=CC=C2)Cl)Cl)C#N,,
1367,CC1=C(C(=NO1)C2=CC=C(C=C2)F)COC3=NC=C(C=C3)C(=O)N4CCS(=O)(=O)CC4,,
1368,C1CC2=C(C(N=C(N2)NC3=NC4=CC=CC=C4O3)C5=CC=CC=C5Br)C(=O)C1,,
1369,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CC(=C2)Br)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,,
1370,CC1=C(N=C(S1)NC(=O)CC2=CC3=C(C=C2)OCO3)C4=CC5=C(C=C4)N(CC5)C(=O)C6=CC=CC=C6OC,,
1371,CC1=CC2=C(C=C1)OC3=C(C2=O)C(N(C3=O)CCCN4CCOCC4)C5=CC(=CC=C5)O,,
1372,CN1C=NC=C1[C@@](C2=CC=C(C=C2)Cl)(C3=CC4=C(C=C3)N(C(=O)C=C4C5=CC(=CC=C5)Cl)C)N,,
1373,CCOC(=O)C1=NN(C(=O)C2=C(SC=C21)N)C3=CC=C(C=C3)OC,,
1374,CCN1C2=C(C=CC=C2SC1=NC(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCCCC4)OC,,
1375,COC1=C(C=CC(=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4)C(=O)OC,,
1376,C1CN(CCC1C(=O)N)C2=NC=C(S2)C3=CC(=CC=C3)F,,
1377,C1=CC(=CC(=C1)F)NC(=O)C2=CC(=NN2)C3=CC=CN3,,
1378,CC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4CCCCC4,,
1379,C1C(C2(CN1C(=O)CC3=CC=C(C=C3)O)CN(C2)C4=CC=CC=C4)CNC5=CC=CC=C5,,
1380,CC1=C(C(=NO1)C)C(=O)N2CCC3(CCN(CC3)C(C4=CC=CC=C4)C5=CC=CC=C5)CC2,,
1381,C1CN(CCC1C(=O)N)C2=NC=C(S2)C3=CC4=C(C=C3)OC(O4)(F)F,,
1382,C1CC2=C(C(N=C(N2)NC3=NC4=C(O3)C=CC(=C4)[S+](=O)(N5CCOCC5)[O-])C6=C(C=NN6)Cl)C(=O)C1,,
1383,C1CN(CCC1(F)F)C2=NC(=NC3=CC=CC=C32)C4=CC=NC=C4,,
1384,C1=CC2=C(N=C1)N=C(C=C2)CCCC(=O)NCC3=CC(=NO3)C4=CC(=C(C=C4)F)C(F)(F)F,,
